jichang,shijian,xuhao,lichangliuliang
ZSAM,41,21,4
ZSAM,41,22,4
ZSAM,41,23,5
ZSAM,41,24,5
ZSAM,41,27,7
ZSAM,41,28,5
ZSAM,41,29,4
ZSAM,41,30,8
ZSAM,41,31,6
ZSAM,41,32,10
ZSAM,41,33,8
ZSAM,41,34,4
ZSAM,41,35,5
ZSAM,41,36,6
ZSAM,41,37,4
ZSAM,41,38,7
ZSAM,41,39,6
ZSAM,41,40,5
ZSAM,41,41,5
ZSAM,41,42,6
ZSAM,41,43,4
ZSAM,41,44,11
ZSAM,41,45,5
ZSAM,41,46,6
ZSAM,41,47,6
ZSAM,41,48,7
ZSAM,41,49,7
ZSAM,41,50,5
ZSAM,42,1,11
ZSAM,42,2,5
ZSAM,42,3,5
ZSAM,42,4,6
ZSAM,42,5,4
ZSAM,42,6,6
ZSAM,42,7,5
ZSAM,42,8,9
ZSAM,42,9,10
ZSAM,42,10,8
ZSAM,42,11,7
ZSAM,42,12,8
ZSAM,42,13,4
ZSAM,42,14,6
ZSAM,42,15,7
ZSAM,42,16,7
ZSAM,42,17,6
ZSAM,42,18,6
ZSAM,42,20,8
ZSAM,42,21,10
ZSAM,42,22,6
ZSAM,42,23,7
ZSAM,42,24,6
ZSAM,42,25,5
ZSAM,42,26,6
ZSAM,42,27,7
ZSAM,42,28,6
ZSAM,42,29,10
ZSAM,42,30,6
ZSAM,42,31,7
ZSAM,42,32,7
ZSAM,42,33,8
ZSAM,42,34,6
ZSAM,42,35,4
ZSAM,42,36,6
ZSAM,42,37,11
ZSAM,42,38,6
ZSAM,42,39,6
ZSAM,42,40,5
ZSAM,42,41,9
ZSAM,42,42,6
ZSAM,42,43,6
ZSAM,42,44,5
ZSAM,42,45,4
ZSAM,42,46,6
ZSAM,42,47,10
ZSAM,42,48,8
ZSAM,42,49,6
ZSAM,42,50,7
ZSAM,43,1,8
ZSAM,43,2,5
ZSAM,43,3,6
ZSAM,43,4,8
ZSAM,43,5,9
ZSAM,43,6,4
ZSAM,43,7,11
ZSAM,43,8,4
ZSAM,43,9,6
ZSAM,43,10,8
ZSAM,43,11,6
ZSAM,43,12,6
ZSAM,43,13,7
ZSAM,43,14,7
ZSAM,43,15,6
ZSAM,43,16,6
ZSAM,43,17,7
ZSAM,43,18,9
ZSAM,43,19,6
ZSAM,43,20,8
ZSAM,43,21,5
ZSAM,43,22,11
ZSAM,43,23,7
ZSAM,43,24,9
ZSAM,43,25,6
ZSAM,43,26,6
ZSAM,43,27,6
ZSAM,43,28,5
ZSAM,43,29,5
ZSAM,43,30,5
ZSAM,43,31,5
ZSAM,43,32,9
ZSAM,43,33,8
ZSAM,43,34,7
ZSAM,43,35,7
ZSAM,43,36,7
ZSAM,43,37,7
ZSAM,43,38,10
ZSAM,43,39,8
ZSAM,43,40,8
ZSAM,43,41,5
ZSAM,43,42,4
ZSAM,43,43,5
ZSAM,43,45,12
ZSAM,43,46,9
ZSAM,43,47,4
ZSAM,43,48,6
ZSAM,43,49,5
ZSAM,43,50,7
ZSAM,44,1,7
ZSAM,44,2,9
ZSAM,44,3,10
ZSAM,44,4,7
ZSAM,44,5,6
ZSAM,44,6,8
ZSAM,44,7,6
ZSAM,44,8,6
ZSAM,44,9,6
ZSAM,44,10,7
ZSAM,44,11,6
ZSAM,44,12,10
ZSAM,44,13,6
ZSAM,44,14,5
ZSAM,44,15,5
ZSAM,44,16,9
ZSAM,44,18,6
ZSAM,44,19,11
ZSAM,44,20,7
ZSAM,44,21,7
ZSAM,44,22,7
ZSAM,44,23,9
ZSAM,44,24,9
ZSAM,44,25,9
ZSAM,44,26,9
ZSAM,44,27,6
ZSAM,44,28,8
ZSAM,44,29,7
ZSAM,44,30,6
ZSAM,44,31,9
ZSAM,44,32,5
ZSAM,44,33,6
ZSAM,44,34,7
ZSAM,44,35,7
ZSAM,44,36,6
ZSAM,44,37,9
ZSAM,44,38,8
ZSAM,44,39,4
ZSAM,44,40,6
ZSAM,44,41,7
ZSAM,44,42,8
ZSAM,44,43,9
ZSAM,44,44,6
ZSAM,44,45,4
ZSAM,44,46,6
ZSAM,44,47,10
ZSAM,44,48,7
ZSAM,44,49,9
ZSAM,44,50,9
ZSAM,45,1,6
ZSAM,45,2,5
ZSAM,45,3,9
ZSAM,45,4,8
ZSAM,45,5,6
ZSAM,45,6,6
ZSAM,45,7,5
ZSAM,45,8,6
ZSAM,45,9,11
ZSAM,45,10,9
ZSAM,45,11,7
ZSAM,45,12,8
ZSAM,45,13,6
ZSAM,45,14,10
ZSAM,45,15,13
ZSAM,45,16,7
ZSAM,45,17,4
ZSAM,45,18,8
ZSAM,45,19,8
ZSAM,45,20,5
ZSAM,45,21,8
ZSAM,45,22,7
ZSAM,45,23,5
ZSAM,45,24,6
ZSAM,45,25,8
ZSAM,45,26,5
ZSAM,45,27,5
ZSAM,45,28,7
ZSAM,45,29,5
ZSAM,45,30,10
ZSAM,45,31,7
ZSAM,45,32,7
ZSAM,45,33,10
ZSAM,45,34,6
ZSAM,45,35,9
ZSAM,45,36,7
ZSAM,45,37,7
ZSAM,45,38,8
ZSAM,45,39,10
ZSAM,45,40,8
ZSAM,45,41,7
ZSAM,45,42,10
ZSAM,45,43,7
ZSAM,45,44,5
ZSAM,45,45,7
ZSAM,45,46,10
ZSAM,45,47,7
ZSAM,45,48,7
ZSAM,45,49,11
ZSAM,45,50,5
ZSAM,46,1,7
ZSAM,46,2,6
ZSAM,46,3,5
ZSAM,46,4,6
ZSAM,46,5,6
ZSAM,46,6,4
ZSAM,46,7,6
ZSAM,46,8,8
ZSAM,46,9,5
ZSAM,46,10,8
ZSAM,46,11,9
ZSAM,46,12,8
ZSAM,46,13,6
ZSAM,46,14,5
ZSAM,46,15,6
ZSAM,46,16,6
ZSAM,46,17,9
ZSAM,46,18,7
ZSAM,46,19,4
ZSAM,46,20,6
ZSAM,46,22,9
ZSAM,46,23,7
ZSAM,46,24,8
ZSAM,46,25,6
ZSAM,46,26,6
ZSAM,46,27,7
ZSAM,46,28,5
ZSAM,46,29,8
ZSAM,46,30,7
ZSAM,46,31,6
ZSAM,46,32,6
ZSAM,46,33,7
ZSAM,46,34,6
ZSAM,46,35,6
ZSAM,46,36,4
ZSAM,46,37,5
ZSAM,46,38,7
ZSAM,46,39,5
ZSAM,46,40,8
ZSAM,46,41,7
ZSAM,46,42,7
ZSAM,46,43,7
ZSAM,46,44,6
ZSAM,46,45,6
ZSAM,46,47,6
ZSAM,46,48,6
ZSAM,46,49,8
ZSAM,46,50,9
ZSAM,47,1,7
ZSAM,47,2,6
ZSAM,47,3,5
ZSAM,47,4,6
ZSAM,47,5,8
ZSAM,47,7,7
ZSAM,47,8,7
ZSAM,47,9,4
ZSAM,47,10,6
ZSAM,47,11,4
ZSAM,47,12,5
ZSAM,47,13,7
ZSAM,47,14,7
ZSAM,47,15,6
ZSAM,47,16,7
ZSAM,47,17,6
ZSAM,47,18,8
ZSAM,47,19,4
ZSAM,47,20,7
ZSAM,47,21,10
ZSAM,47,22,7
ZSAM,47,23,5
ZSAM,47,24,4
ZSAM,47,25,9
ZSAM,47,26,8
ZSAM,47,27,10
ZSAM,47,28,5
ZSAM,47,29,7
ZSAM,47,30,7
ZSAM,47,31,5
ZSAM,47,32,7
ZSAM,47,33,11
ZSAM,47,34,4
ZSAM,47,35,7
ZSAM,47,36,7
ZSAM,47,37,4
ZSAM,47,38,4
ZSAM,47,39,4
ZSAM,47,41,6
ZSAM,47,43,5
ZSAM,47,44,4
ZSAM,47,45,9
ZSAM,47,46,9
ZSAM,47,47,6
ZSAM,47,48,6
ZSAM,47,49,6
ZSAM,47,50,7
ZSAM,48,1,9
ZSAM,48,2,6
ZSAM,48,3,5
ZSAM,48,5,6
ZSAM,48,6,6
ZSAM,48,8,6
ZSAM,48,9,5
ZSAM,48,10,6
ZSAM,48,11,7
ZSAM,48,12,5
ZSAM,48,13,6
ZSAM,48,14,4
ZSAM,48,15,10
ZSAM,48,16,6
ZSAM,48,17,9
ZSAM,48,18,4
ZSAM,48,19,6
ZSAM,48,20,5
ZSAM,48,21,9
ZSAM,48,22,8
ZSAM,48,23,6
ZSAM,48,24,6
ZSAM,48,25,6
ZSAM,48,26,4
ZSAM,48,27,6
ZSAM,48,28,8
ZSAM,48,29,4
ZSAM,48,30,9
ZSAM,48,31,5
ZSAM,48,32,5
ZSAM,48,33,7
ZSAM,48,34,6
ZSAM,48,35,5
ZSAM,48,36,7
ZSAM,48,37,8
ZSAM,48,38,7
ZSAM,48,39,7
ZSAM,48,40,7
ZSAM,48,41,9
ZSAM,48,42,8
ZSAM,48,43,5
ZSAM,48,44,8
ZSAM,48,45,6
ZSAM,48,46,7
ZSAM,48,47,5
ZSAM,48,48,5
ZSAM,48,49,5
ZSAM,48,50,6
ZSAM,49,1,4
ZSAM,49,2,7
ZSAM,49,3,8
ZSAM,49,4,7
ZSAM,49,5,9
ZSAM,49,6,6
ZSAM,49,7,5
ZSAM,49,8,8
ZSAM,49,9,6
ZSAM,49,10,5
ZSAM,49,11,6
ZSAM,49,12,4
ZSAM,49,13,5
ZSAM,49,14,4
ZSAM,49,15,5
ZSAM,49,16,5
ZSAM,49,17,12
ZSAM,49,18,6
ZSAM,49,19,5
ZSAM,49,20,6
ZSAM,49,21,7
ZSAM,49,22,6
ZSAM,49,23,6
ZSAM,49,24,6
ZSAM,49,25,6
ZSAM,49,26,5
ZSAM,49,29,4
ZSAM,49,30,6
ZSAM,49,31,8
ZSAM,49,32,8
ZSAM,49,33,6
ZSAM,49,34,6
ZSAM,49,35,5
ZSAM,49,36,5
ZSAM,49,37,4
ZSAM,49,38,9
ZSAM,49,39,11
ZSAM,49,40,12
ZSAM,49,41,4
ZSAM,49,42,5
ZSAM,49,43,6
ZSAM,49,44,6
ZSAM,49,45,4
ZSAM,49,47,5
ZSAM,49,48,4
ZSAM,49,49,8
ZSAM,49,50,5
ZSAM,50,1,7
ZSAM,50,2,6
ZSAM,50,3,7
ZSAM,50,4,6
ZSAM,50,5,6
ZSAM,50,6,5
ZSAM,50,7,5
ZSAM,50,8,13
ZSAM,50,9,6
ZSAM,50,10,6
ZSAM,50,11,6
ZSAM,50,12,4
ZSAM,50,13,4
ZSAM,50,14,6
ZSAM,50,15,5
ZSAM,50,16,5
ZSAM,50,17,7
ZSAM,50,18,7
ZSAM,50,19,8
ZSAM,50,20,8
ZSAM,50,21,4
ZSAM,50,22,7
ZSAM,50,23,6
ZSAM,50,25,5
ZSAM,50,26,4
ZSAM,50,27,7
ZSAM,50,28,10
ZSAM,50,29,5
ZSAM,50,30,6
ZSAM,50,31,8
ZSAM,50,32,4
ZSAM,50,33,8
ZSAM,50,34,6
ZSAM,50,35,6
ZSAM,50,36,9
ZSAM,50,37,6
ZSAM,50,38,5
ZSAM,50,39,8
ZSAM,50,40,10
ZSAM,50,41,4
ZSAM,50,42,7
ZSAM,50,43,5
ZSAM,50,44,6
ZSAM,50,45,5
ZSAM,50,46,9
ZSAM,50,47,8
ZSAM,50,48,6
ZSAM,50,49,5
ZSAM,50,50,8
ZSAM,51,1,5
ZSAM,51,2,7
ZSAM,51,3,7
ZSAM,51,4,7
ZSAM,51,5,8
ZSAM,51,6,4
ZSAM,51,7,8
ZSAM,51,8,6
ZSAM,51,9,8
ZSAM,51,10,6
ZSAM,51,11,7
ZSAM,51,12,7
ZSAM,51,13,7
ZSAM,51,14,10
ZSAM,51,15,9
ZSAM,51,16,6
ZSAM,51,17,5
ZSAM,51,18,7
ZSAM,51,19,11
ZSAM,51,20,9
ZSAM,51,21,8
ZSAM,51,22,8
ZSAM,51,23,6
ZSAM,51,24,10
ZSAM,51,25,5
ZSAM,51,26,5
ZSAM,51,27,7
ZSAM,51,29,8
ZSAM,51,30,7
ZSAM,51,31,5
ZSAM,51,32,5
ZSAM,51,33,4
ZSAM,51,34,9
ZSAM,51,35,6
ZSAM,51,36,5
ZSAM,51,37,5
ZSAM,51,38,7
ZSAM,51,39,8
ZSAM,51,40,6
ZSAM,51,41,5
ZSAM,51,42,4
ZSAM,51,43,7
ZSAM,51,44,8
ZSAM,51,45,6
ZSAM,51,46,5
ZSAM,51,47,6
ZSAM,51,48,5
ZSAM,51,49,5
ZSAM,51,50,6
ZSAM,52,1,6
ZSAM,52,2,7
ZSAM,52,3,6
ZSAM,52,4,7
ZSAM,52,5,7
ZSAM,52,6,5
ZSAM,52,7,9
ZSAM,52,8,6
ZSAM,52,9,5
ZSAM,52,10,8
ZSAM,52,11,5
ZSAM,52,12,6
ZSAM,52,13,6
ZSAM,52,14,5
ZSAM,52,15,4
ZSAM,52,16,8
ZSAM,52,17,4
ZSAM,52,18,8
ZSAM,52,19,9
ZSAM,52,20,6
ZSAM,52,21,5
ZSAM,52,22,4
ZSAM,52,23,8
ZSAM,52,24,8
ZSAM,52,25,5
ZSAM,52,26,7
ZSAM,52,27,6
ZSAM,52,28,8
ZSAM,52,29,7
ZSAM,52,30,4
ZSAM,52,31,8
ZSAM,52,32,11
ZSAM,52,33,5
ZSAM,52,34,6
ZSAM,52,35,5
ZSAM,52,36,8
ZSAM,52,37,8
ZSAM,52,38,10
ZSAM,52,39,6
ZSAM,52,40,5
ZSAM,52,41,9
ZSAM,52,42,6
ZSAM,52,43,9
ZSAM,52,44,7
ZSAM,52,45,4
ZSAM,52,46,10
ZSAM,52,47,6
ZSAM,52,48,8
ZSAM,52,49,5
ZSAM,52,50,8
ZSAM,53,1,5
ZSAM,53,3,7
ZSAM,53,4,7
ZSAM,53,5,4
ZSAM,53,6,8
ZSAM,53,7,9
ZSAM,53,8,8
ZSAM,53,9,7
ZSAM,53,10,5
ZSAM,53,11,6
ZSAM,53,12,5
ZSAM,53,13,7
ZSAM,53,14,8
ZSAM,53,15,5
ZSAM,53,16,5
ZSAM,53,17,6
ZSAM,53,18,9
ZSAM,53,19,9
ZSAM,53,20,5
ZSAM,53,21,7
ZSAM,53,22,6
ZSAM,53,23,6
ZSAM,53,24,6
ZSAM,53,25,9
ZSAM,53,26,6
ZSAM,53,27,6
ZSAM,53,28,6
ZSAM,53,29,4
ZSAM,53,31,5
ZSAM,53,32,5
ZSAM,53,33,8
ZSAM,53,34,9
ZSAM,53,35,4
ZSAM,53,36,5
ZSAM,53,37,7
ZSAM,53,38,12
ZSAM,53,39,7
ZSAM,53,40,4
ZSAM,53,41,6
ZSAM,53,42,6
ZSAM,53,43,10
ZSAM,53,44,4
ZSAM,53,45,6
ZSAM,53,46,6
ZSAM,53,47,5
ZSAM,53,48,7
ZSAM,53,49,6
ZSAM,53,50,7
ZSAM,54,1,8
ZSAM,54,2,6
ZSAM,54,3,7
ZSAM,54,4,4
ZSAM,54,5,7
ZSAM,54,6,5
ZSAM,54,7,4
ZSAM,54,8,5
ZSAM,54,9,5
ZSAM,54,10,10
ZSAM,54,11,8
ZSAM,54,12,7
ZSAM,54,13,8
ZSAM,54,14,6
ZSAM,54,15,8
ZSAM,54,16,7
ZSAM,54,17,5
ZSAM,54,20,4
ZSAM,54,21,6
ZSAM,54,22,7
ZSAM,54,23,5
ZSAM,54,24,5
ZSAM,54,25,8
ZSAM,54,26,11
ZSAM,54,27,5
ZSAM,54,28,7
ZSAM,54,29,9
ZSAM,54,31,7
ZSAM,54,32,6
ZSAM,54,33,7
ZSAM,54,34,4
ZSAM,54,35,4
ZSAM,54,36,5
ZSAM,54,37,4
ZSAM,54,39,7
ZSAM,54,40,5
ZSAM,54,41,7
ZSAM,54,42,6
ZSAM,54,43,4
ZSAM,54,44,5
ZSAM,54,45,4
ZSAM,54,46,9
ZSAM,54,47,5
ZSAM,54,48,6
ZSAM,54,49,4
ZSAM,54,50,6
ZSAM,55,1,6
ZSAM,55,2,6
ZSAM,55,3,7
ZSAM,55,4,6
ZSAM,55,5,9
ZSAM,55,6,7
ZSAM,55,7,9
ZSAM,55,8,9
ZSAM,55,9,4
ZSAM,55,10,7
ZSAM,55,11,9
ZSAM,55,12,6
ZSAM,55,13,7
ZSAM,55,14,7
ZSAM,55,15,5
ZSAM,55,16,7
ZSAM,55,17,7
ZSAM,55,18,5
ZSAM,55,19,5
ZSAM,55,20,5
ZSAM,55,21,10
ZSAM,55,22,5
ZSAM,55,23,8
ZSAM,55,24,4
ZSAM,55,25,6
ZSAM,55,26,7
ZSAM,55,27,6
ZSAM,55,28,6
ZSAM,55,29,4
ZSAM,55,30,6
ZSAM,55,31,7
ZSAM,55,32,6
ZSAM,55,33,5
ZSAM,55,34,6
ZSAM,55,35,5
ZSAM,55,36,8
ZSAM,55,37,4
ZSAM,55,38,6
ZSAM,55,39,7
ZSAM,55,40,5
ZSAM,55,41,9
ZSAM,55,43,6
ZSAM,55,44,7
ZSAM,55,45,5
ZSAM,55,46,7
ZSAM,55,47,8
ZSAM,55,48,9
ZSAM,55,49,6
ZSAM,55,50,6
ZSAM,56,1,4
ZSAM,56,2,4
ZSAM,56,3,7
ZSAM,56,4,6
ZSAM,56,5,4
ZSAM,56,6,4
ZSAM,56,7,10
ZSAM,56,8,6
ZSAM,56,9,4
ZSAM,56,11,6
ZSAM,56,13,7
ZSAM,56,14,5
ZSAM,56,15,5
ZSAM,56,16,4
ZSAM,56,17,9
ZSAM,56,18,5
ZSAM,56,19,5
ZSAM,56,20,7
ZSAM,56,21,7
ZSAM,56,22,8
ZSAM,56,23,5
ZSAM,56,24,4
ZSAM,56,25,5
ZSAM,56,26,4
ZSAM,56,27,6
ZSAM,56,28,4
ZSAM,56,29,4
ZSAM,56,30,9
ZSAM,56,31,6
ZSAM,56,32,5
ZSAM,56,33,7
ZSAM,56,34,5
ZSAM,56,35,8
ZSAM,56,36,9
ZSAM,56,37,6
ZSAM,56,38,7
ZSAM,56,39,7
ZSAM,56,40,4
ZSAM,56,41,4
ZSAM,56,42,8
ZSAM,56,43,5
ZSAM,56,44,9
ZSAM,56,45,8
ZSAM,56,46,9
ZSAM,56,47,9
ZSAM,56,48,4
ZSAM,56,49,6
ZSAM,56,50,4
ZSAM,57,1,4
ZSAM,57,2,10
ZSAM,57,3,7
ZSAM,57,4,4
ZSAM,57,5,8
ZSAM,57,6,9
ZSAM,57,7,6
ZSAM,57,8,8
ZSAM,57,9,6
ZSAM,57,10,6
ZSAM,57,11,6
ZSAM,57,12,5
ZSAM,57,13,7
ZSAM,57,14,8
ZSAM,57,15,6
ZSAM,57,16,5
ZSAM,57,17,7
ZSAM,57,18,8
ZSAM,57,19,9
ZSAM,57,20,7
ZSAM,57,21,5
ZSAM,57,22,5
ZSAM,57,23,10
ZSAM,57,24,4
ZSAM,57,25,4
ZSAM,57,26,4
ZSAM,57,27,4
ZSAM,57,28,9
ZSAM,57,29,8
ZSAM,57,30,9
ZSAM,57,31,4
ZSAM,57,32,4
ZSAM,57,33,10
ZSAM,57,35,7
ZSAM,57,36,6
ZSAM,57,37,10
ZSAM,57,38,8
ZSAM,57,39,5
ZSAM,57,40,6
ZSAM,57,42,8
ZSAM,57,43,8
ZSAM,57,44,5
ZSAM,57,45,8
ZSAM,57,46,4
ZSAM,57,47,9
ZSAM,57,48,7
ZSAM,57,49,6
ZSAM,57,50,8
ZSAM,58,1,6
ZSAM,58,2,6
ZSAM,58,3,5
ZSAM,58,4,4
ZSAM,58,5,5
ZSAM,58,6,6
ZSAM,58,7,7
ZSAM,58,8,5
ZSAM,58,9,6
ZSAM,58,10,4
ZSAM,58,11,6
ZSAM,58,12,6
ZSAM,58,13,5
ZSAM,58,14,5
ZSAM,58,15,4
ZSAM,58,16,5
ZSAM,58,17,6
ZSAM,58,18,5
ZSAM,58,19,7
ZSAM,58,20,5
ZSAM,58,21,4
ZSAM,58,23,5
ZSAM,58,24,4
ZSAM,58,25,7
ZSAM,58,26,5
ZSAM,58,27,9
ZSAM,58,28,8
ZSAM,58,29,4
ZSAM,58,30,4
ZSAM,58,32,6
ZSAM,58,33,4
ZSAM,58,34,7
ZSAM,58,35,11
ZSAM,58,37,5
ZSAM,58,38,5
ZSAM,58,39,7
ZSAM,58,40,4
ZSAM,58,41,7
ZSAM,58,42,6
ZSAM,58,43,4
ZSAM,58,44,6
ZSAM,58,45,5
ZSAM,58,46,5
ZSAM,58,47,6
ZSAM,58,48,4
ZSAM,58,49,9
ZSAM,58,50,5
ZSAM,59,1,6
ZSAM,59,2,6
ZSAM,59,3,5
ZSAM,59,4,5
ZSAM,59,5,4
ZSAM,59,6,7
ZSAM,59,7,7
ZSAM,59,8,5
ZSAM,59,9,6
ZSAM,59,10,5
ZSAM,59,11,4
ZSAM,59,13,6
ZSAM,59,14,8
ZSAM,59,15,7
ZSAM,59,16,6
ZSAM,59,17,5
ZSAM,59,18,5
ZSAM,59,19,5
ZSAM,59,20,4
ZSAM,59,21,9
ZSAM,59,22,5
ZSAM,59,23,5
ZSAM,59,24,6
ZSAM,59,25,5
ZSAM,59,26,6
ZSAM,59,27,5
ZSAM,59,28,4
ZSAM,59,29,9
ZSAM,59,30,7
ZSAM,59,31,7
ZSAM,59,32,8
ZSAM,59,33,4
ZSAM,59,34,6
ZSAM,59,35,5
ZSAM,59,36,5
ZSAM,59,37,8
ZSAM,59,38,10
ZSAM,59,39,8
ZSAM,59,40,6
ZSAM,59,41,4
ZSAM,59,42,5
ZSAM,59,43,6
ZSAM,59,44,6
ZSAM,59,45,4
ZSAM,59,46,4
ZSAM,59,47,6
ZSAM,59,48,9
ZSAM,59,49,10
ZSAM,59,50,6
ZSAM,60,1,4
ZSAM,60,2,5
ZSAM,60,3,10
ZSAM,60,4,6
ZSAM,60,5,5
ZSAM,60,6,5
ZSAM,60,7,6
ZSAM,60,8,4
ZSAM,60,10,5
ZSAM,60,11,4
ZSAM,60,12,5
ZSAM,60,13,5
ZSAM,60,14,8
ZSAM,60,15,6
ZSAM,60,16,7
ZSAM,60,17,4
ZSAM,60,18,11
ZSAM,60,19,5
ZSAM,60,20,8
ZSAM,60,21,7
ZSAM,60,22,5
ZSAM,60,23,6
ZSAM,60,24,9
ZSAM,60,25,8
ZSAM,60,26,6
ZSAM,60,27,5
ZSAM,60,28,5
ZSAM,60,29,5
ZSAM,60,30,6
ZSAM,60,31,4
ZSAM,60,32,4
ZSAM,60,33,5
ZSAM,60,34,7
ZSAM,60,35,7
ZSAM,60,36,6
ZSAM,60,37,7
ZSAM,60,38,5
ZSAM,60,39,4
ZSAM,60,41,6
ZSAM,60,42,7
ZSAM,60,43,4
ZSAM,60,44,6
ZSAM,60,45,6
ZSAM,60,47,5
ZSAM,60,48,7
ZSAM,60,49,5
ZSAM,60,50,6
ZSAM,61,1,5
ZSAM,61,2,6
ZSAM,61,3,5
ZSAM,61,4,6
ZSAM,61,5,5
ZSAM,61,6,5
ZSAM,61,7,5
ZSAM,61,8,6
ZSAM,61,9,6
ZSAM,61,10,6
ZSAM,61,11,5
ZSAM,61,12,7
ZSAM,61,13,7
ZSAM,61,14,5
ZSAM,61,15,9
ZSAM,61,16,8
ZSAM,61,17,6
ZSAM,61,18,9
ZSAM,61,19,4
ZSAM,61,20,6
ZSAM,61,21,8
ZSAM,61,22,8
ZSAM,61,23,6
ZSAM,61,24,9
ZSAM,61,25,5
ZSAM,61,26,8
ZSAM,61,27,6
ZSAM,61,28,6
ZSAM,61,29,5
ZSAM,61,30,8
ZSAM,61,31,5
ZSAM,61,32,6
ZSAM,61,33,4
ZSAM,61,34,5
ZSAM,61,35,5
ZSAM,61,36,7
ZSAM,61,37,5
ZSAM,61,38,7
ZSAM,61,39,5
ZSAM,61,40,5
ZSAM,61,41,6
ZSAM,61,42,6
ZSAM,61,44,4
ZSAM,61,45,7
ZSAM,61,46,7
ZSAM,61,47,7
ZSAM,61,48,5
ZSAM,61,49,9
ZSAM,61,50,10
ZSAM,62,1,5
ZSAM,62,2,5
ZSAM,62,3,5
ZSAM,62,4,7
ZSAM,62,5,7
ZSAM,62,6,7
ZSAM,62,7,4
ZSAM,62,8,7
ZSAM,62,9,7
ZSAM,62,10,6
ZSAM,62,11,4
ZSAM,62,12,4
ZSAM,62,14,4
ZSAM,62,16,5
ZSAM,62,17,9
ZSAM,62,18,5
ZSAM,62,19,5
ZSAM,62,20,5
ZSAM,62,21,7
ZSAM,62,22,7
ZSAM,62,23,5
ZSAM,62,24,8
ZSAM,62,25,7
ZSAM,62,26,6
ZSAM,62,27,10
ZSAM,62,28,7
ZSAM,62,29,5
ZSAM,62,30,5
ZSAM,62,31,5
ZSAM,62,32,7
ZSAM,62,33,7
ZSAM,62,34,8
ZSAM,62,35,5
ZSAM,62,36,6
ZSAM,62,37,5
ZSAM,62,38,8
ZSAM,62,39,6
ZSAM,62,40,5
ZSAM,62,41,6
ZSAM,62,42,6
ZSAM,62,43,6
ZSAM,62,44,5
ZSAM,62,45,6
ZSAM,62,46,5
ZSAM,62,48,6
ZSAM,62,49,5
ZSAM,62,50,6
ZSAM,63,1,6
ZSAM,63,2,6
ZSAM,63,3,10
ZSAM,63,4,6
ZSAM,63,5,4
ZSAM,63,6,4
ZSAM,63,7,9
ZSAM,63,8,7
ZSAM,63,9,5
ZSAM,63,10,8
ZSAM,63,11,5
ZSAM,63,12,5
ZSAM,63,13,8
ZSAM,63,15,5
ZSAM,63,17,4
ZSAM,63,18,5
ZSAM,63,19,5
ZSAM,63,20,6
ZSAM,63,21,4
ZSAM,63,22,6
ZSAM,63,23,6
ZSAM,63,24,4
ZSAM,63,25,6
ZSAM,63,26,5
ZSAM,63,27,6
ZSAM,63,28,7
ZSAM,63,29,10
ZSAM,63,30,8
ZSAM,63,31,9
ZSAM,63,32,5
ZSAM,63,33,7
ZSAM,63,34,8
ZSAM,63,35,7
ZSAM,63,36,6
ZSAM,63,38,6
ZSAM,63,39,7
ZSAM,63,40,4
ZSAM,63,41,7
ZSAM,63,42,8
ZSAM,63,43,7
ZSAM,63,44,6
ZSAM,63,45,4
ZSAM,63,46,7
ZSAM,63,48,5
ZSAM,63,49,5
ZSAM,63,50,4
ZSAM,64,1,5
ZSAM,64,2,7
ZSAM,64,3,6
ZSAM,64,4,7
ZSAM,64,5,4
ZSAM,64,6,6
ZSAM,64,7,6
ZSAM,64,9,5
ZSAM,64,10,8
ZSAM,64,11,5
ZSAM,64,12,4
ZSAM,64,13,7
ZSAM,64,14,7
ZSAM,64,15,6
ZSAM,64,16,7
ZSAM,64,17,5
ZSAM,64,18,5
ZSAM,64,19,8
ZSAM,64,20,6
ZSAM,64,21,8
ZSAM,64,22,6
ZSAM,64,23,6
ZSAM,64,24,7
ZSAM,64,25,6
ZSAM,64,26,6
ZSAM,64,27,5
ZSAM,64,28,5
ZSAM,64,29,5
ZSAM,64,30,6
ZSAM,64,31,5
ZSAM,64,32,8
ZSAM,64,33,8
ZSAM,64,34,10
ZSAM,64,35,9
ZSAM,64,36,6
ZSAM,64,37,6
ZSAM,64,38,7
ZSAM,64,39,6
ZSAM,64,40,8
ZSAM,64,41,8
ZSAM,64,42,5
ZSAM,64,43,7
ZSAM,64,44,6
ZSAM,64,45,5
ZSAM,64,46,6
ZSAM,64,47,7
ZSAM,64,48,4
ZSAM,64,49,9
ZSAM,64,50,6
ZSAM,65,1,6
ZSAM,65,2,8
ZSAM,65,3,5
ZSAM,65,4,8
ZSAM,65,5,5
ZSAM,65,6,5
ZSAM,65,7,7
ZSAM,65,8,4
ZSAM,65,9,6
ZSAM,65,10,10
ZSAM,65,11,6
ZSAM,65,12,6
ZSAM,65,13,8
ZSAM,65,14,5
ZSAM,65,15,6
ZSAM,65,16,6
ZSAM,65,17,5
ZSAM,65,18,6
ZSAM,65,19,5
ZSAM,65,20,6
ZSAM,65,21,4
ZSAM,65,22,7
ZSAM,65,23,5
ZSAM,65,25,5
ZSAM,65,26,4
ZSAM,65,27,5
ZSAM,65,28,7
ZSAM,65,29,5
