jichang,shijian,xuhao,lichangliuliang
ZHCC,28,23,5
ZHCC,28,24,5
ZHCC,28,25,4
ZHCC,28,27,7
ZHCC,28,28,4
ZHCC,28,29,4
ZHCC,28,31,4
ZHCC,28,32,5
ZHCC,28,33,4
ZHCC,28,34,5
ZHCC,28,35,5
ZHCC,28,36,4
ZHCC,28,37,7
ZHCC,28,38,7
ZHCC,28,39,5
ZHCC,28,41,7
ZHCC,28,43,5
ZHCC,28,44,5
ZHCC,28,46,4
ZHCC,28,47,5
ZHCC,28,48,4
ZHCC,28,49,5
ZHCC,28,50,4
ZHCC,29,1,5
ZHCC,29,2,4
ZHCC,29,3,8
ZHCC,29,4,5
ZHCC,29,5,9
ZHCC,29,6,8
ZHCC,29,7,8
ZHCC,29,8,7
ZHCC,29,9,8
ZHCC,29,10,5
ZHCC,29,11,8
ZHCC,29,12,7
ZHCC,29,13,9
ZHCC,29,14,8
ZHCC,29,15,9
ZHCC,29,16,7
ZHCC,29,17,4
ZHCC,29,18,5
ZHCC,29,19,8
ZHCC,29,20,5
ZHCC,29,21,6
ZHCC,29,22,6
ZHCC,29,23,5
ZHCC,29,24,6
ZHCC,29,25,5
ZHCC,29,26,4
ZHCC,29,27,6
ZHCC,29,28,10
ZHCC,29,29,7
ZHCC,29,30,7
ZHCC,29,31,8
ZHCC,29,32,6
ZHCC,29,33,9
ZHCC,29,34,7
ZHCC,29,35,7
ZHCC,29,36,8
ZHCC,29,37,8
ZHCC,29,38,5
ZHCC,29,39,5
ZHCC,29,40,7
ZHCC,29,41,7
ZHCC,29,42,7
ZHCC,29,43,6
ZHCC,29,44,7
ZHCC,29,45,10
ZHCC,29,46,8
ZHCC,29,47,8
ZHCC,29,48,6
ZHCC,29,49,6
ZHCC,29,50,6
ZHCC,30,1,9
ZHCC,30,2,9
ZHCC,30,3,12
ZHCC,30,4,7
ZHCC,30,5,9
ZHCC,30,6,4
ZHCC,30,7,8
ZHCC,30,8,7
ZHCC,30,9,7
ZHCC,30,10,7
ZHCC,30,11,7
ZHCC,30,12,7
ZHCC,30,13,7
ZHCC,30,14,6
ZHCC,30,15,10
ZHCC,30,16,9
ZHCC,30,17,8
ZHCC,30,18,8
ZHCC,30,19,10
ZHCC,30,20,9
ZHCC,30,21,9
ZHCC,30,22,10
ZHCC,30,23,7
ZHCC,30,24,6
ZHCC,30,25,4
ZHCC,30,26,4
ZHCC,30,27,8
ZHCC,30,28,10
ZHCC,30,29,7
ZHCC,30,30,11
ZHCC,30,31,7
ZHCC,30,32,8
ZHCC,30,33,6
ZHCC,30,34,5
ZHCC,30,35,5
ZHCC,30,36,4
ZHCC,30,37,7
ZHCC,30,38,8
ZHCC,30,39,5
ZHCC,30,40,4
ZHCC,30,41,7
ZHCC,30,42,9
ZHCC,30,43,7
ZHCC,30,44,5
ZHCC,30,45,9
ZHCC,30,46,6
ZHCC,30,47,6
ZHCC,30,48,8
ZHCC,30,49,5
ZHCC,30,50,8
ZHCC,31,1,7
ZHCC,31,2,11
ZHCC,31,3,8
ZHCC,31,4,9
ZHCC,31,5,10
ZHCC,31,6,4
ZHCC,31,7,6
ZHCC,31,8,6
ZHCC,31,9,6
ZHCC,31,10,7
ZHCC,31,11,4
ZHCC,31,12,8
ZHCC,31,13,5
ZHCC,31,14,4
ZHCC,31,15,5
ZHCC,31,16,6
ZHCC,31,17,6
ZHCC,31,18,5
ZHCC,31,19,8
ZHCC,31,20,6
ZHCC,31,21,7
ZHCC,31,22,4
ZHCC,31,23,7
ZHCC,31,24,9
ZHCC,31,25,6
ZHCC,31,26,6
ZHCC,31,27,8
ZHCC,31,28,4
ZHCC,31,29,8
ZHCC,31,30,6
ZHCC,31,31,6
ZHCC,31,32,10
ZHCC,31,33,6
ZHCC,31,34,9
ZHCC,31,35,7
ZHCC,31,36,7
ZHCC,31,37,7
ZHCC,31,38,8
ZHCC,31,39,6
ZHCC,31,40,6
ZHCC,31,41,7
ZHCC,31,42,4
ZHCC,31,43,8
ZHCC,31,44,6
ZHCC,31,45,7
ZHCC,31,46,12
ZHCC,31,47,8
ZHCC,31,48,11
ZHCC,31,49,7
ZHCC,31,50,6
ZHCC,32,1,8
ZHCC,32,2,8
ZHCC,32,3,5
ZHCC,32,4,10
ZHCC,32,5,6
ZHCC,32,6,5
ZHCC,32,8,9
ZHCC,32,9,8
ZHCC,32,10,6
ZHCC,32,11,10
ZHCC,32,12,6
ZHCC,32,13,8
ZHCC,32,14,10
ZHCC,32,15,6
ZHCC,32,16,4
ZHCC,32,17,11
ZHCC,32,18,6
ZHCC,32,19,6
ZHCC,32,20,7
ZHCC,32,21,9
ZHCC,32,22,10
ZHCC,32,23,7
ZHCC,32,24,11
ZHCC,32,25,7
ZHCC,32,26,8
ZHCC,32,27,7
ZHCC,32,28,11
ZHCC,32,29,8
ZHCC,32,30,5
ZHCC,32,31,7
ZHCC,32,32,14
ZHCC,32,33,7
ZHCC,32,34,7
ZHCC,32,35,5
ZHCC,32,36,9
ZHCC,32,37,8
ZHCC,32,38,6
ZHCC,32,39,6
ZHCC,32,40,6
ZHCC,32,41,9
ZHCC,32,42,5
ZHCC,32,43,4
ZHCC,32,44,7
ZHCC,32,45,11
ZHCC,32,46,7
ZHCC,32,47,11
ZHCC,32,48,5
ZHCC,32,49,10
ZHCC,32,50,9
ZHCC,33,1,10
ZHCC,33,2,9
ZHCC,33,3,7
ZHCC,33,4,4
ZHCC,33,5,5
ZHCC,33,6,7
ZHCC,33,7,7
ZHCC,33,8,5
ZHCC,33,9,7
ZHCC,33,10,8
ZHCC,33,11,7
ZHCC,33,12,7
ZHCC,33,13,5
ZHCC,33,14,7
ZHCC,33,15,8
ZHCC,33,16,7
ZHCC,33,17,8
ZHCC,33,18,9
ZHCC,33,19,8
ZHCC,33,20,7
ZHCC,33,21,7
ZHCC,33,22,6
ZHCC,33,23,10
ZHCC,33,24,10
ZHCC,33,25,6
ZHCC,33,26,6
ZHCC,33,27,7
ZHCC,33,28,9
ZHCC,33,29,8
ZHCC,33,30,4
ZHCC,33,31,5
ZHCC,33,32,6
ZHCC,33,33,4
ZHCC,33,34,5
ZHCC,33,35,5
ZHCC,33,36,4
ZHCC,33,37,6
ZHCC,33,38,8
ZHCC,33,39,8
ZHCC,33,40,9
ZHCC,33,41,5
ZHCC,33,42,7
ZHCC,33,43,5
ZHCC,33,44,4
ZHCC,33,45,5
ZHCC,33,46,8
ZHCC,33,47,6
ZHCC,33,48,8
ZHCC,33,49,5
ZHCC,33,50,6
ZHCC,34,1,10
ZHCC,34,2,7
ZHCC,34,3,5
ZHCC,34,4,8
ZHCC,34,5,11
ZHCC,34,6,9
ZHCC,34,7,11
ZHCC,34,8,7
ZHCC,34,9,8
ZHCC,34,10,7
ZHCC,34,11,6
ZHCC,34,12,5
ZHCC,34,13,9
ZHCC,34,14,11
ZHCC,34,15,6
ZHCC,34,16,4
ZHCC,34,17,7
ZHCC,34,18,6
ZHCC,34,19,6
ZHCC,34,20,8
ZHCC,34,21,6
ZHCC,34,22,6
ZHCC,34,23,8
ZHCC,34,24,8
ZHCC,34,25,8
ZHCC,34,26,7
ZHCC,34,27,10
ZHCC,34,28,6
ZHCC,34,29,13
ZHCC,34,30,9
ZHCC,34,31,9
ZHCC,34,32,7
ZHCC,34,33,6
ZHCC,34,34,8
ZHCC,34,35,10
ZHCC,34,36,7
ZHCC,34,37,12
ZHCC,34,38,10
ZHCC,34,39,6
ZHCC,34,40,7
ZHCC,34,41,7
ZHCC,34,42,5
ZHCC,34,43,6
ZHCC,34,44,10
ZHCC,34,45,7
ZHCC,34,46,4
ZHCC,34,47,6
ZHCC,34,48,7
ZHCC,34,49,7
ZHCC,34,50,7
ZHCC,35,1,7
ZHCC,35,2,5
ZHCC,35,3,8
ZHCC,35,4,5
ZHCC,35,5,6
ZHCC,35,6,9
ZHCC,35,7,5
ZHCC,35,8,5
ZHCC,35,9,6
ZHCC,35,10,7
ZHCC,35,11,7
ZHCC,35,12,5
ZHCC,35,13,9
ZHCC,35,14,7
ZHCC,35,15,8
ZHCC,35,16,9
ZHCC,35,17,6
ZHCC,35,18,7
ZHCC,35,19,7
ZHCC,35,20,8
ZHCC,35,21,6
ZHCC,35,23,7
ZHCC,35,25,7
ZHCC,35,27,10
ZHCC,35,28,7
ZHCC,35,29,7
ZHCC,35,30,5
ZHCC,35,31,7
ZHCC,35,32,7
ZHCC,35,33,8
ZHCC,35,34,7
ZHCC,35,35,6
ZHCC,35,36,6
ZHCC,35,37,10
ZHCC,35,38,6
ZHCC,35,39,6
ZHCC,35,40,6
ZHCC,35,41,8
ZHCC,35,42,5
ZHCC,35,43,10
ZHCC,35,44,8
ZHCC,35,45,6
ZHCC,35,46,10
ZHCC,35,47,5
ZHCC,35,48,7
ZHCC,35,49,4
ZHCC,35,50,7
ZHCC,36,1,5
ZHCC,36,2,4
ZHCC,36,3,11
ZHCC,36,4,11
ZHCC,36,5,8
ZHCC,36,6,5
ZHCC,36,7,6
ZHCC,36,8,8
ZHCC,36,9,4
ZHCC,36,10,5
ZHCC,36,11,4
ZHCC,36,12,6
ZHCC,36,13,6
ZHCC,36,14,11
ZHCC,36,15,6
ZHCC,36,16,4
ZHCC,36,17,5
ZHCC,36,18,7
ZHCC,36,19,6
ZHCC,36,20,13
ZHCC,36,21,5
ZHCC,36,22,5
ZHCC,36,23,4
ZHCC,36,24,9
ZHCC,36,25,7
ZHCC,36,26,8
ZHCC,36,27,5
ZHCC,36,28,8
ZHCC,36,29,5
ZHCC,36,30,5
ZHCC,36,31,5
ZHCC,36,33,5
ZHCC,36,34,5
ZHCC,36,35,6
ZHCC,36,36,7
ZHCC,36,37,6
ZHCC,36,38,6
ZHCC,36,39,6
ZHCC,36,40,7
ZHCC,36,41,7
ZHCC,36,42,10
ZHCC,36,43,5
ZHCC,36,44,6
ZHCC,36,45,5
ZHCC,36,46,5
ZHCC,36,47,4
ZHCC,36,48,7
ZHCC,36,49,10
ZHCC,36,50,7
ZHCC,37,1,12
ZHCC,37,2,5
ZHCC,37,3,5
ZHCC,37,4,5
ZHCC,37,5,10
ZHCC,37,6,10
ZHCC,37,7,6
ZHCC,37,8,4
ZHCC,37,9,5
ZHCC,37,10,10
ZHCC,37,11,5
ZHCC,37,12,4
ZHCC,37,13,8
ZHCC,37,14,6
ZHCC,37,15,5
ZHCC,37,16,7
ZHCC,37,17,9
ZHCC,37,18,9
ZHCC,37,19,5
ZHCC,37,20,7
ZHCC,37,21,6
ZHCC,37,22,6
ZHCC,37,24,6
ZHCC,37,25,7
ZHCC,37,26,7
ZHCC,37,27,4
ZHCC,37,28,5
ZHCC,37,29,5
ZHCC,37,30,5
ZHCC,37,31,6
ZHCC,37,32,7
ZHCC,37,34,5
ZHCC,37,35,5
ZHCC,37,36,6
ZHCC,37,37,6
ZHCC,37,38,5
ZHCC,37,40,6
ZHCC,37,41,7
ZHCC,37,42,5
ZHCC,37,43,7
ZHCC,37,44,5
ZHCC,37,45,4
ZHCC,37,47,5
ZHCC,37,48,6
ZHCC,37,49,4
ZHCC,37,50,8
ZHCC,38,1,5
ZHCC,38,2,8
ZHCC,38,3,5
ZHCC,38,4,5
ZHCC,38,5,6
ZHCC,38,6,5
ZHCC,38,7,5
ZHCC,38,8,6
ZHCC,38,9,8
ZHCC,38,10,5
ZHCC,38,11,5
ZHCC,38,12,9
ZHCC,38,13,8
ZHCC,38,14,6
ZHCC,38,15,4
ZHCC,38,16,6
ZHCC,38,17,4
ZHCC,38,18,4
ZHCC,38,19,7
ZHCC,38,20,4
ZHCC,38,21,4
ZHCC,38,22,6
ZHCC,38,23,6
ZHCC,38,25,6
ZHCC,38,26,5
ZHCC,38,27,8
ZHCC,38,28,6
ZHCC,38,29,6
ZHCC,38,30,13
ZHCC,38,31,4
ZHCC,38,32,5
ZHCC,38,33,8
ZHCC,38,34,6
ZHCC,38,35,6
ZHCC,38,36,5
ZHCC,38,37,7
ZHCC,38,38,5
ZHCC,38,39,6
ZHCC,38,40,4
ZHCC,38,41,5
ZHCC,38,43,5
ZHCC,38,44,5
ZHCC,38,45,9
ZHCC,38,46,4
ZHCC,38,47,4
ZHCC,38,48,5
ZHCC,38,49,4
ZHCC,38,50,8
ZHCC,39,2,6
ZHCC,39,3,4
ZHCC,39,4,4
ZHCC,39,5,5
ZHCC,39,6,5
ZHCC,39,7,9
ZHCC,39,8,5
ZHCC,39,9,5
ZHCC,39,10,5
ZHCC,39,11,5
ZHCC,39,12,4
ZHCC,39,13,4
ZHCC,39,14,8
ZHCC,39,15,7
ZHCC,39,16,6
ZHCC,39,17,4
ZHCC,39,18,4
ZHCC,39,19,7
ZHCC,39,20,5
ZHCC,39,21,4
ZHCC,39,23,7
ZHCC,39,24,4
ZHCC,39,25,4
ZHCC,39,26,5
ZHCC,39,27,4
ZHCC,39,28,5
ZHCC,39,29,5
ZHCC,39,30,4
ZHCC,39,31,4
ZHCC,39,32,5
ZHCC,39,33,5
ZHCC,39,34,6
ZHCC,39,35,4
ZHCC,39,37,6
ZHCC,39,38,4
ZHCC,39,39,8
ZHCC,39,40,6
ZHCC,39,41,4
ZHCC,39,42,4
ZHCC,39,43,4
ZHCC,39,44,7
ZHCC,39,45,6
ZHCC,39,46,6
ZHCC,39,47,6
ZHCC,39,48,5
ZHCC,39,49,6
ZHCC,39,50,5
ZHCC,40,1,4
ZHCC,40,2,6
ZHCC,40,3,7
ZHCC,40,5,4
ZHCC,40,6,6
ZHCC,40,7,4
ZHCC,40,9,6
ZHCC,40,10,5
ZHCC,40,11,4
ZHCC,40,12,4
ZHCC,40,13,5
ZHCC,40,14,8
ZHCC,40,15,4
ZHCC,40,16,5
ZHCC,40,17,4
ZHCC,40,18,5
ZHCC,40,19,5
ZHCC,40,20,4
ZHCC,40,21,5
ZHCC,40,22,6
ZHCC,40,23,5
ZHCC,40,24,6
ZHCC,40,25,7
ZHCC,40,26,6
ZHCC,40,29,7
ZHCC,40,30,4
ZHCC,40,31,5
ZHCC,40,32,9
ZHCC,40,33,6
ZHCC,40,35,6
ZHCC,40,36,7
ZHCC,40,38,5
ZHCC,40,39,5
ZHCC,40,40,7
ZHCC,40,41,4
ZHCC,40,42,4
ZHCC,40,43,6
ZHCC,40,44,5
ZHCC,40,45,7
ZHCC,40,46,8
ZHCC,40,47,6
ZHCC,40,48,6
ZHCC,40,49,6
ZHCC,40,50,5
ZHCC,41,1,8
ZHCC,41,2,6
ZHCC,41,4,7
ZHCC,41,5,10
ZHCC,41,6,7
ZHCC,41,7,5
ZHCC,41,8,6
ZHCC,41,9,7
ZHCC,41,10,11
ZHCC,41,11,9
ZHCC,41,12,6
ZHCC,41,13,7
ZHCC,41,14,7
ZHCC,41,15,6
ZHCC,41,16,4
ZHCC,41,17,8
ZHCC,41,18,6
ZHCC,41,19,4
ZHCC,41,20,7
ZHCC,41,21,6
ZHCC,41,22,12
ZHCC,41,23,6
ZHCC,41,24,6
ZHCC,41,25,6
ZHCC,41,26,9
ZHCC,41,27,5
ZHCC,41,28,5
ZHCC,41,29,7
ZHCC,41,30,9
ZHCC,41,31,6
ZHCC,41,32,5
ZHCC,41,33,5
ZHCC,41,34,4
ZHCC,41,35,5
ZHCC,41,36,5
ZHCC,41,37,8
ZHCC,41,38,8
ZHCC,41,39,7
ZHCC,41,40,7
ZHCC,41,41,7
ZHCC,41,42,10
ZHCC,41,43,6
ZHCC,41,44,7
ZHCC,41,45,8
ZHCC,41,46,6
ZHCC,41,47,7
ZHCC,41,48,4
ZHCC,41,49,7
ZHCC,41,50,7
ZHCC,42,1,7
ZHCC,42,2,6
ZHCC,42,3,5
ZHCC,42,4,11
ZHCC,42,5,8
ZHCC,42,6,5
ZHCC,42,7,8
ZHCC,42,8,7
ZHCC,42,9,7
ZHCC,42,10,9
ZHCC,42,11,6
ZHCC,42,12,6
ZHCC,42,13,6
ZHCC,42,14,7
ZHCC,42,16,5
ZHCC,42,17,7
ZHCC,42,18,4
ZHCC,42,19,7
ZHCC,42,20,7
ZHCC,42,21,7
ZHCC,42,22,5
ZHCC,42,23,6
ZHCC,42,24,4
ZHCC,42,25,4
ZHCC,42,26,6
ZHCC,42,27,11
ZHCC,42,28,7
ZHCC,42,29,4
ZHCC,42,30,12
ZHCC,42,31,8
ZHCC,42,32,7
ZHCC,42,33,7
ZHCC,42,34,7
ZHCC,42,35,6
ZHCC,42,36,7
ZHCC,42,37,7
ZHCC,42,38,6
ZHCC,42,39,6
ZHCC,42,40,7
ZHCC,42,41,7
ZHCC,42,42,8
ZHCC,42,43,4
ZHCC,42,44,5
ZHCC,42,45,5
ZHCC,42,46,6
ZHCC,42,47,9
ZHCC,42,48,8
ZHCC,42,49,7
ZHCC,42,50,7
ZHCC,43,1,5
ZHCC,43,2,7
ZHCC,43,3,9
ZHCC,43,4,8
ZHCC,43,5,7
ZHCC,43,6,5
ZHCC,43,7,9
ZHCC,43,8,8
ZHCC,43,9,10
ZHCC,43,10,8
ZHCC,43,11,6
ZHCC,43,12,5
ZHCC,43,13,5
ZHCC,43,14,6
ZHCC,43,15,8
ZHCC,43,16,6
ZHCC,43,17,8
ZHCC,43,18,5
ZHCC,43,19,7
ZHCC,43,20,9
ZHCC,43,21,9
ZHCC,43,22,5
ZHCC,43,23,8
ZHCC,43,24,9
ZHCC,43,25,6
ZHCC,43,26,6
ZHCC,43,27,5
ZHCC,43,28,8
ZHCC,43,29,4
ZHCC,43,30,7
ZHCC,43,31,5
ZHCC,43,32,5
ZHCC,43,33,6
ZHCC,43,34,8
ZHCC,43,35,7
ZHCC,43,36,8
ZHCC,43,37,7
ZHCC,43,38,6
ZHCC,43,39,5
ZHCC,43,40,9
ZHCC,43,41,5
ZHCC,43,42,7
ZHCC,43,43,10
ZHCC,43,44,8
ZHCC,43,45,8
ZHCC,43,46,7
ZHCC,43,47,6
ZHCC,43,48,6
ZHCC,43,49,9
ZHCC,43,50,9
ZHCC,44,1,7
ZHCC,44,2,6
ZHCC,44,3,5
ZHCC,44,4,4
ZHCC,44,5,9
ZHCC,44,6,9
ZHCC,44,7,8
ZHCC,44,8,9
ZHCC,44,9,5
ZHCC,44,10,5
ZHCC,44,11,7
ZHCC,44,12,6
ZHCC,44,13,6
ZHCC,44,14,7
ZHCC,44,15,8
ZHCC,44,16,6
ZHCC,44,17,10
ZHCC,44,18,7
ZHCC,44,19,6
ZHCC,44,20,9
ZHCC,44,21,5
ZHCC,44,22,6
ZHCC,44,23,8
ZHCC,44,24,7
ZHCC,44,25,4
ZHCC,44,26,5
ZHCC,44,27,8
ZHCC,44,28,10
ZHCC,44,29,4
ZHCC,44,30,5
ZHCC,44,31,6
ZHCC,44,32,6
ZHCC,44,33,5
ZHCC,44,34,5
ZHCC,44,35,7
ZHCC,44,36,5
ZHCC,44,37,10
ZHCC,44,38,9
ZHCC,44,39,9
ZHCC,44,40,5
ZHCC,44,41,5
ZHCC,44,42,7
ZHCC,44,43,7
ZHCC,44,44,4
ZHCC,44,45,7
ZHCC,44,46,7
ZHCC,44,47,10
ZHCC,44,48,6
ZHCC,44,49,4
ZHCC,44,50,8
ZHCC,45,1,4
ZHCC,45,2,8
ZHCC,45,3,6
ZHCC,45,4,7
ZHCC,45,5,6
ZHCC,45,6,8
ZHCC,45,7,9
ZHCC,45,8,5
ZHCC,45,9,5
ZHCC,45,10,7
ZHCC,45,11,7
ZHCC,45,12,8
ZHCC,45,13,5
ZHCC,45,14,8
ZHCC,45,15,7
ZHCC,45,16,6
ZHCC,45,17,8
ZHCC,45,18,5
ZHCC,45,19,11
ZHCC,45,20,9
ZHCC,45,21,8
ZHCC,45,22,5
ZHCC,45,23,8
ZHCC,45,24,6
ZHCC,45,25,4
ZHCC,45,26,6
ZHCC,45,27,6
ZHCC,45,28,5
ZHCC,45,29,8
ZHCC,45,30,7
ZHCC,45,31,6
ZHCC,45,32,9
ZHCC,45,33,5
ZHCC,45,34,10
ZHCC,45,35,7
ZHCC,45,36,8
ZHCC,45,37,7
ZHCC,45,38,9
ZHCC,45,39,9
ZHCC,45,40,6
ZHCC,45,41,6
ZHCC,45,42,10
ZHCC,45,43,6
ZHCC,45,44,9
ZHCC,45,45,10
ZHCC,45,46,9
ZHCC,45,47,6
ZHCC,45,48,8
ZHCC,45,49,7
ZHCC,45,50,7
ZHCC,46,1,7
ZHCC,46,2,7
ZHCC,46,3,9
ZHCC,46,4,6
ZHCC,46,5,10
ZHCC,46,6,11
ZHCC,46,7,9
ZHCC,46,8,6
ZHCC,46,9,7
ZHCC,46,10,7
ZHCC,46,11,4
ZHCC,46,12,8
ZHCC,46,13,8
ZHCC,46,14,6
ZHCC,46,15,6
ZHCC,46,16,5
ZHCC,46,17,6
ZHCC,46,18,9
ZHCC,46,19,8
ZHCC,46,20,8
ZHCC,46,21,6
ZHCC,46,22,7
ZHCC,46,23,8
ZHCC,46,24,8
ZHCC,46,25,8
ZHCC,46,26,4
ZHCC,46,27,8
ZHCC,46,28,5
ZHCC,46,29,5
ZHCC,46,30,9
ZHCC,46,31,6
ZHCC,46,32,12
ZHCC,46,33,8
ZHCC,46,34,8
ZHCC,46,35,8
ZHCC,46,36,10
ZHCC,46,37,4
ZHCC,46,38,6
ZHCC,46,39,9
ZHCC,46,40,9
ZHCC,46,41,7
ZHCC,46,42,7
ZHCC,46,43,6
ZHCC,46,44,8
ZHCC,46,45,8
ZHCC,46,46,10
ZHCC,46,47,8
ZHCC,46,48,8
ZHCC,46,49,6
ZHCC,46,50,8
ZHCC,47,1,9
ZHCC,47,2,8
ZHCC,47,3,8
ZHCC,47,4,5
ZHCC,47,5,9
ZHCC,47,6,6
ZHCC,47,7,6
ZHCC,47,8,10
ZHCC,47,9,5
ZHCC,47,10,7
ZHCC,47,11,5
ZHCC,47,12,9
ZHCC,47,13,6
ZHCC,47,14,6
ZHCC,47,15,6
ZHCC,47,16,8
ZHCC,47,17,8
ZHCC,47,18,8
ZHCC,47,19,4
ZHCC,47,20,6
ZHCC,47,21,7
ZHCC,47,22,10
ZHCC,47,23,7
ZHCC,47,24,7
ZHCC,47,25,6
ZHCC,47,26,8
ZHCC,47,27,10
ZHCC,47,28,7
ZHCC,47,29,7
ZHCC,47,30,5
ZHCC,47,31,6
ZHCC,47,32,7
ZHCC,47,33,6
ZHCC,47,34,9
ZHCC,47,35,5
ZHCC,47,36,6
ZHCC,47,38,7
ZHCC,47,39,8
ZHCC,47,40,7
ZHCC,47,41,9
ZHCC,47,42,7
ZHCC,47,43,7
ZHCC,47,44,9
ZHCC,47,45,6
ZHCC,47,46,9
ZHCC,47,47,7
ZHCC,47,48,11
ZHCC,47,49,11
ZHCC,47,50,6
ZHCC,48,1,5
ZHCC,48,2,5
ZHCC,48,3,7
ZHCC,48,4,5
ZHCC,48,5,6
ZHCC,48,7,7
ZHCC,48,8,7
ZHCC,48,9,7
ZHCC,48,11,8
ZHCC,48,12,8
ZHCC,48,13,6
ZHCC,48,14,7
ZHCC,48,15,5
ZHCC,48,16,6
ZHCC,48,17,7
ZHCC,48,18,10
ZHCC,48,19,9
ZHCC,48,20,7
ZHCC,48,21,5
ZHCC,48,22,6
ZHCC,48,23,4
ZHCC,48,24,6
ZHCC,48,25,9
ZHCC,48,26,12
ZHCC,48,27,6
ZHCC,48,28,6
ZHCC,48,29,5
ZHCC,48,30,5
ZHCC,48,31,4
ZHCC,48,32,7
ZHCC,48,33,9
ZHCC,48,34,8
ZHCC,48,35,10
ZHCC,48,36,7
ZHCC,48,37,5
ZHCC,48,38,6
ZHCC,48,39,5
ZHCC,48,40,7
ZHCC,48,41,8
ZHCC,48,43,7
ZHCC,48,44,9
ZHCC,48,45,5
ZHCC,48,46,10
ZHCC,48,47,11
ZHCC,48,48,9
ZHCC,48,49,7
ZHCC,48,50,9
ZHCC,49,1,9
ZHCC,49,2,11
ZHCC,49,3,6
ZHCC,49,4,7
ZHCC,49,5,5
ZHCC,49,6,5
ZHCC,49,7,10
ZHCC,49,8,9
ZHCC,49,9,10
ZHCC,49,10,5
ZHCC,49,11,4
ZHCC,49,12,8
ZHCC,49,13,6
ZHCC,49,14,7
ZHCC,49,15,8
ZHCC,49,16,5
ZHCC,49,17,12
ZHCC,49,18,7
ZHCC,49,19,5
ZHCC,49,20,8
ZHCC,49,21,8
ZHCC,49,22,5
ZHCC,49,23,6
ZHCC,49,24,5
ZHCC,49,25,7
ZHCC,49,26,9
ZHCC,49,27,6
ZHCC,49,28,6
ZHCC,49,29,12
ZHCC,49,30,6
ZHCC,49,31,7
ZHCC,49,32,4
ZHCC,49,33,6
ZHCC,49,34,6
ZHCC,49,35,5
ZHCC,49,36,8
ZHCC,49,37,7
ZHCC,49,38,8
ZHCC,49,39,4
ZHCC,49,40,10
ZHCC,49,41,8
ZHCC,49,42,5
ZHCC,49,43,5
ZHCC,49,44,10
ZHCC,49,45,7
ZHCC,49,46,7
ZHCC,49,47,6
ZHCC,49,48,7
ZHCC,49,49,5
ZHCC,49,50,6
ZHCC,50,1,8
ZHCC,50,2,10
ZHCC,50,3,6
ZHCC,50,4,6
ZHCC,50,5,7
ZHCC,50,6,6
ZHCC,50,7,6
ZHCC,50,8,10
ZHCC,50,9,8
ZHCC,50,10,9
ZHCC,50,11,7
ZHCC,50,12,7
ZHCC,50,13,4
ZHCC,50,14,9
ZHCC,50,15,5
ZHCC,50,16,7
ZHCC,50,17,4
ZHCC,50,18,4
ZHCC,50,19,7
ZHCC,50,20,7
ZHCC,50,21,10
ZHCC,50,22,8
ZHCC,50,23,6
ZHCC,50,24,4
ZHCC,50,25,8
ZHCC,50,26,6
ZHCC,50,27,7
ZHCC,50,28,7
ZHCC,50,29,7
ZHCC,50,30,5
ZHCC,50,31,7
ZHCC,50,32,6
ZHCC,50,33,4
ZHCC,50,34,8
ZHCC,50,35,5
ZHCC,50,36,5
ZHCC,50,37,6
ZHCC,50,38,7
ZHCC,50,39,6
ZHCC,50,40,7
ZHCC,50,42,11
ZHCC,50,43,4
ZHCC,50,44,7
ZHCC,50,45,7
ZHCC,50,46,8
ZHCC,50,47,4
ZHCC,50,48,6
ZHCC,50,49,9
ZHCC,50,50,6
ZHCC,51,1,7
ZHCC,51,2,10
ZHCC,51,3,8
ZHCC,51,4,7
ZHCC,51,5,4
ZHCC,51,6,7
ZHCC,51,7,6
ZHCC,51,8,8
ZHCC,51,9,7
ZHCC,51,10,5
ZHCC,51,11,8
ZHCC,51,12,9
ZHCC,51,13,9
ZHCC,51,15,6
ZHCC,51,16,6
ZHCC,51,17,7
ZHCC,51,18,5
ZHCC,51,19,5
ZHCC,51,20,9
ZHCC,51,21,4
ZHCC,51,22,7
ZHCC,51,23,5
ZHCC,51,24,5
ZHCC,51,25,9
ZHCC,51,26,6
ZHCC,51,27,5
ZHCC,51,28,10
ZHCC,51,29,5
ZHCC,51,30,8
ZHCC,51,31,5
ZHCC,51,32,6
ZHCC,51,33,11
ZHCC,51,34,6
ZHCC,51,35,5
ZHCC,51,36,6
ZHCC,51,37,9
ZHCC,51,38,5
ZHCC,51,39,7
ZHCC,51,40,7
ZHCC,51,41,5
ZHCC,51,42,7
ZHCC,51,43,5
ZHCC,51,44,5
ZHCC,51,45,5
ZHCC,51,46,7
ZHCC,51,47,8
ZHCC,51,48,6
ZHCC,51,49,7
ZHCC,51,50,9
ZHCC,52,1,5
ZHCC,52,3,7
ZHCC,52,4,8
ZHCC,52,5,8
ZHCC,52,6,8
ZHCC,52,7,7
ZHCC,52,8,5
ZHCC,52,9,8
ZHCC,52,10,9
ZHCC,52,11,5
ZHCC,52,12,5
ZHCC,52,13,5
ZHCC,52,14,8
ZHCC,52,15,4
ZHCC,52,16,6
ZHCC,52,17,7
ZHCC,52,18,8
ZHCC,52,19,4
ZHCC,52,20,10
