,jichang,shike,quedingxingrongliang,quedingxingronglianggailv,buquedingxingrongliang,buquedingxingronglianggailv,leijiagailv,1,2,3,4,5,6,7,8,9,10
2997,ZPPP,38,12,1,14,0.02,0.06,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
2998,ZPPP,38,12,1,16,0.04,0.04,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
2999,ZPPP,39,11,1,6,0.2,1.0,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3000,ZPPP,39,11,1,7,0.14,0.8,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3001,ZPPP,39,11,1,8,0.14,0.66,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3002,ZPPP,39,11,1,9,0.1,0.52,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3003,ZPPP,39,11,1,10,0.16,0.42,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3004,ZPPP,39,11,1,11,0.12,0.26,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3005,ZPPP,39,11,1,12,0.1,0.14,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3006,ZPPP,39,11,1,13,0.04,0.04,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3007,ZPPP,40,11,1,4,0.04,1.0,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3008,ZPPP,40,11,1,5,0.08,0.9600000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3009,ZPPP,40,11,1,6,0.12,0.88,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3010,ZPPP,40,11,1,7,0.12,0.76,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3011,ZPPP,40,11,1,8,0.24,0.64,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3012,ZPPP,40,11,1,9,0.14,0.4,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3013,ZPPP,40,11,1,10,0.1,0.26,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3014,ZPPP,40,11,1,11,0.04,0.16,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3015,ZPPP,40,11,1,12,0.1,0.12000000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3016,ZPPP,40,11,1,14,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3017,ZPPP,41,10,1,4,0.02,1.0,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3018,ZPPP,41,10,1,5,0.06,0.98,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3019,ZPPP,41,10,1,6,0.1,0.9200000000000002,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3020,ZPPP,41,10,1,7,0.12,0.8200000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3021,ZPPP,41,10,1,8,0.22,0.7000000000000002,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3022,ZPPP,41,10,1,9,0.18,0.48,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3023,ZPPP,41,10,1,10,0.2,0.30000000000000004,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3024,ZPPP,41,10,1,11,0.04,0.1,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3025,ZPPP,41,10,1,12,0.04,0.06,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3026,ZPPP,41,10,1,13,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3027,ZPPP,42,11,1,4,0.06,1.0,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3028,ZPPP,42,11,1,5,0.04,0.9400000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3029,ZPPP,42,11,1,6,0.08,0.9000000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3030,ZPPP,42,11,1,7,0.08,0.8200000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3031,ZPPP,42,11,1,8,0.24,0.7400000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3032,ZPPP,42,11,1,9,0.2,0.5,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3033,ZPPP,42,11,1,10,0.08,0.3,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3034,ZPPP,42,11,1,11,0.14,0.22000000000000003,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3035,ZPPP,42,11,1,13,0.04,0.08,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3036,ZPPP,42,11,1,14,0.04,0.04,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3037,ZPPP,43,11,1,5,0.08,1.0,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3038,ZPPP,43,11,1,6,0.06,0.92,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3039,ZPPP,43,11,1,7,0.04,0.8600000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3040,ZPPP,43,11,1,8,0.22,0.8200000000000002,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3041,ZPPP,43,11,1,9,0.2,0.6000000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3042,ZPPP,43,11,1,10,0.18,0.4,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3043,ZPPP,43,11,1,11,0.12,0.21999999999999997,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3044,ZPPP,43,11,1,12,0.02,0.1,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3045,ZPPP,43,11,1,13,0.02,0.08,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3046,ZPPP,43,11,1,14,0.02,0.06,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3047,ZPPP,43,11,1,15,0.04,0.04,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3048,ZPPP,44,12,1,5,0.02,1.0,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3049,ZPPP,44,12,1,6,0.12,0.98,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3050,ZPPP,44,12,1,7,0.06,0.8600000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3051,ZPPP,44,12,1,8,0.1,0.8,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3052,ZPPP,44,12,1,9,0.26,0.7000000000000002,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3053,ZPPP,44,12,1,10,0.14,0.44000000000000006,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3054,ZPPP,44,12,1,11,0.08,0.3,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3055,ZPPP,44,12,1,12,0.1,0.22,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3056,ZPPP,44,12,1,13,0.06,0.12000000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3057,ZPPP,44,12,1,14,0.04,0.06,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3058,ZPPP,44,12,1,16,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3059,ZPPP,45,11,1,4,0.04,1.0,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3060,ZPPP,45,11,1,5,0.04,0.9600000000000002,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3061,ZPPP,45,11,1,6,0.04,0.9200000000000002,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3062,ZPPP,45,11,1,7,0.14,0.8800000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3063,ZPPP,45,11,1,8,0.1,0.74,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3064,ZPPP,45,11,1,9,0.14,0.6400000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3065,ZPPP,45,11,1,10,0.22,0.5,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3066,ZPPP,45,11,1,11,0.16,0.28,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3067,ZPPP,45,11,1,12,0.06,0.12000000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3068,ZPPP,45,11,1,13,0.04,0.06,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3069,ZPPP,45,11,1,14,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3070,ZPPP,46,11,1,4,0.04,1.0,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3071,ZPPP,46,11,1,5,0.02,0.96,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3072,ZPPP,46,11,1,6,0.06,0.94,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3073,ZPPP,46,11,1,7,0.16,0.8800000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3074,ZPPP,46,11,1,8,0.24,0.7200000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3075,ZPPP,46,11,1,9,0.16,0.48,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3076,ZPPP,46,11,1,10,0.06,0.32,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3077,ZPPP,46,11,1,11,0.14,0.26,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3078,ZPPP,46,11,1,12,0.02,0.12000000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3079,ZPPP,46,11,1,13,0.1,0.1,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3080,ZPPP,47,12,1,4,0.02,1.0,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3081,ZPPP,47,12,1,5,0.06,0.9800000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3082,ZPPP,47,12,1,6,0.14,0.92,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3083,ZPPP,47,12,1,7,0.22,0.7800000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3084,ZPPP,47,12,1,8,0.16,0.56,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3085,ZPPP,47,12,1,9,0.12,0.4,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3086,ZPPP,47,12,1,10,0.06,0.28,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3087,ZPPP,47,12,1,11,0.06,0.21999999999999997,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3088,ZPPP,47,12,1,12,0.1,0.16,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3089,ZPPP,47,12,1,13,0.02,0.06,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3090,ZPPP,47,12,1,14,0.02,0.04,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3091,ZPPP,47,12,1,16,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3092,ZPPP,48,10,1,4,0.04,1.0000000000000002,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3093,ZPPP,48,10,1,5,0.04,0.9600000000000002,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3094,ZPPP,48,10,1,6,0.18,0.9200000000000002,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3095,ZPPP,48,10,1,7,0.16,0.7400000000000002,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3096,ZPPP,48,10,1,8,0.18,0.5800000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3097,ZPPP,48,10,1,9,0.2,0.4,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3098,ZPPP,48,10,1,10,0.06,0.19999999999999998,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3099,ZPPP,48,10,1,11,0.06,0.13999999999999999,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3100,ZPPP,48,10,1,12,0.06,0.08,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3101,ZPPP,48,10,1,14,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3102,ZPPP,49,11,1,4,0.04,1.0,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3103,ZPPP,49,11,1,5,0.06,0.9600000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3104,ZPPP,49,11,1,6,0.16,0.9,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3105,ZPPP,49,11,1,7,0.16,0.7400000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3106,ZPPP,49,11,1,8,0.16,0.5800000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3107,ZPPP,49,11,1,9,0.14,0.42,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3108,ZPPP,49,11,1,10,0.12,0.28,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3109,ZPPP,49,11,1,11,0.08,0.16,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3110,ZPPP,49,11,1,12,0.04,0.08,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3111,ZPPP,49,11,1,13,0.04,0.04,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3112,ZPPP,50,9,1,4,0.02,1.0,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3113,ZPPP,50,9,1,5,0.12,0.9800000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3114,ZPPP,50,9,1,6,0.32,0.8600000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3115,ZPPP,50,9,1,7,0.14,0.54,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3116,ZPPP,50,9,1,8,0.18,0.39999999999999997,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3117,ZPPP,50,9,1,9,0.14,0.22000000000000003,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3118,ZPPP,50,9,1,10,0.04,0.08,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3119,ZPPP,50,9,1,11,0.04,0.04,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3120,ZPPP,51,10,1,4,0.06,1.0,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3121,ZPPP,51,10,1,5,0.12,0.94,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3122,ZPPP,51,10,1,6,0.18,0.82,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3123,ZPPP,51,10,1,7,0.16,0.64,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3124,ZPPP,51,10,1,8,0.1,0.48000000000000004,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3125,ZPPP,51,10,1,9,0.22,0.38,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3126,ZPPP,51,10,1,10,0.08,0.15999999999999998,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3127,ZPPP,51,10,1,11,0.04,0.08,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3128,ZPPP,51,10,1,12,0.02,0.04,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3129,ZPPP,51,10,1,13,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3130,ZPPP,52,10,1,5,0.08,1.0,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3131,ZPPP,52,10,1,6,0.1,0.92,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3132,ZPPP,52,10,1,7,0.22,0.8200000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3133,ZPPP,52,10,1,8,0.2,0.6000000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3134,ZPPP,52,10,1,9,0.14,0.4,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3135,ZPPP,52,10,1,10,0.12,0.26,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3136,ZPPP,52,10,1,11,0.1,0.14,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3137,ZPPP,52,10,1,12,0.02,0.04,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3138,ZPPP,52,10,1,13,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3139,ZPPP,53,10,1,4,0.02,1.0,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3140,ZPPP,53,10,1,5,0.1,0.98,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3141,ZPPP,53,10,1,6,0.08,0.8800000000000001,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3142,ZPPP,53,10,1,7,0.2,0.8,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3143,ZPPP,53,10,1,8,0.12,0.5999999999999999,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3144,ZPPP,53,10,1,9,0.12,0.48,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3145,ZPPP,53,10,1,10,0.22,0.36000000000000004,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3146,ZPPP,53,10,1,11,0.04,0.13999999999999999,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3147,ZPPP,53,10,1,12,0.02,0.1,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3148,ZPPP,53,10,1,13,0.06,0.08,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
3149,ZPPP,53,10,1,18,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.8783743133433284,0.8626996506746627,0.847024988005997,0.8313503253373313,0.8156756626686656
