,jichang,shike,quedingxingrongliang,quedingxingronglianggailv,buquedingxingrongliang,buquedingxingronglianggailv,leijiagailv,1,2,3,4,5,6,7,8,9,10
437,ZBHH,57,6,1,4,0.23076923076923078,0.5897435897435898,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
438,ZBHH,57,6,1,5,0.1794871794871795,0.358974358974359,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
439,ZBHH,57,6,1,6,0.10256410256410256,0.1794871794871795,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
440,ZBHH,57,6,1,7,0.05128205128205128,0.07692307692307693,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
441,ZBHH,57,6,1,9,0.02564102564102564,0.02564102564102564,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
442,ZBHH,58,5,1,3,0.3333333333333333,1.0,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
443,ZBHH,58,5,1,4,0.2777777777777778,0.6666666666666667,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
444,ZBHH,58,5,1,5,0.2777777777777778,0.3888888888888889,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
445,ZBHH,58,5,1,6,0.1111111111111111,0.1111111111111111,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
446,ZBHH,59,5,1,3,0.21428571428571427,1.0,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
447,ZBHH,59,5,1,4,0.38095238095238093,0.7857142857142857,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
448,ZBHH,59,5,1,5,0.2857142857142857,0.40476190476190477,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
449,ZBHH,59,5,1,6,0.07142857142857142,0.11904761904761904,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
450,ZBHH,59,5,1,7,0.023809523809523808,0.047619047619047616,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
451,ZBHH,59,5,1,9,0.023809523809523808,0.023809523809523808,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
452,ZBHH,60,6,1,3,0.22727272727272727,0.9999999999999999,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
453,ZBHH,60,6,1,4,0.29545454545454547,0.7727272727272726,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
454,ZBHH,60,6,1,5,0.2727272727272727,0.4772727272727273,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
455,ZBHH,60,6,1,6,0.11363636363636363,0.20454545454545453,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
456,ZBHH,60,6,1,7,0.045454545454545456,0.09090909090909091,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
457,ZBHH,60,6,1,8,0.045454545454545456,0.045454545454545456,0.95,0.92,0.89,0.86,0.83,0.8076471769115443,0.8061179415292354,0.8045887061469266,0.8030594707646178,0.8015302353823089
458,ZBSJ,36,5,1,3,0.2857142857142857,1.0,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
459,ZBSJ,36,5,1,4,0.5,0.7142857142857144,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
460,ZBSJ,36,5,1,5,0.11904761904761904,0.21428571428571427,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
461,ZBSJ,36,5,1,6,0.047619047619047616,0.09523809523809523,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
462,ZBSJ,36,5,1,7,0.047619047619047616,0.047619047619047616,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
463,ZBSJ,37,4,1,3,0.5277777777777778,1.0,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
464,ZBSJ,37,4,1,4,0.4166666666666667,0.4722222222222222,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
465,ZBSJ,37,4,1,5,0.05555555555555555,0.05555555555555555,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
466,ZBSJ,38,4,1,3,0.6,1.0,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
467,ZBSJ,38,4,1,4,0.34285714285714286,0.4,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
468,ZBSJ,38,4,1,5,0.05714285714285714,0.05714285714285714,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
469,ZBSJ,39,5,1,3,0.5294117647058824,1.0,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
470,ZBSJ,39,5,1,4,0.29411764705882354,0.47058823529411764,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
471,ZBSJ,39,5,1,5,0.11764705882352941,0.17647058823529413,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
472,ZBSJ,39,5,1,6,0.029411764705882353,0.058823529411764705,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
473,ZBSJ,39,5,1,8,0.029411764705882353,0.029411764705882353,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
474,ZBSJ,40,5,1,3,0.4166666666666667,1.0,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
475,ZBSJ,40,5,1,4,0.3611111111111111,0.5833333333333334,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
476,ZBSJ,40,5,1,5,0.1111111111111111,0.2222222222222222,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
477,ZBSJ,40,5,1,6,0.08333333333333333,0.1111111111111111,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
478,ZBSJ,40,5,1,7,0.027777777777777776,0.027777777777777776,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
479,ZBSJ,41,4,1,3,0.6,1.0,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
480,ZBSJ,41,4,1,4,0.26666666666666666,0.4,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
481,ZBSJ,41,4,1,5,0.1,0.13333333333333333,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
482,ZBSJ,41,4,1,7,0.03333333333333333,0.03333333333333333,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
483,ZBSJ,42,4,1,3,0.6451612903225806,1.0,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
484,ZBSJ,42,4,1,4,0.3225806451612903,0.3548387096774194,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
485,ZBSJ,42,4,1,5,0.03225806451612903,0.03225806451612903,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
486,ZBSJ,43,4,1,3,0.5,0.9999999999999999,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
487,ZBSJ,43,4,1,4,0.39285714285714285,0.5,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
488,ZBSJ,43,4,1,5,0.10714285714285714,0.10714285714285714,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
489,ZBSJ,44,4,1,3,0.5925925925925926,1.0,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
490,ZBSJ,44,4,1,4,0.2962962962962963,0.4074074074074074,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
491,ZBSJ,44,4,1,5,0.07407407407407407,0.1111111111111111,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
492,ZBSJ,44,4,1,6,0.037037037037037035,0.037037037037037035,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
493,ZBSJ,45,4,1,3,0.6206896551724138,1.0,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
494,ZBSJ,45,4,1,4,0.3103448275862069,0.3793103448275862,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
495,ZBSJ,45,4,1,5,0.06896551724137931,0.06896551724137931,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
496,ZBSJ,46,4,1,3,0.6428571428571429,1.0,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
497,ZBSJ,46,4,1,4,0.35714285714285715,0.35714285714285715,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
498,ZBSJ,47,4,1,3,0.6111111111111112,1.0,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
499,ZBSJ,47,4,1,4,0.25,0.3888888888888889,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
500,ZBSJ,47,4,1,5,0.1111111111111111,0.1388888888888889,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
501,ZBSJ,47,4,1,6,0.027777777777777776,0.027777777777777776,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
502,ZBSJ,48,5,1,3,0.48717948717948717,1.0,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
503,ZBSJ,48,5,1,4,0.3333333333333333,0.5128205128205128,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
504,ZBSJ,48,5,1,5,0.1282051282051282,0.17948717948717946,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
505,ZBSJ,48,5,1,6,0.02564102564102564,0.05128205128205128,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
506,ZBSJ,48,5,1,8,0.02564102564102564,0.02564102564102564,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
507,ZBSJ,49,5,1,3,0.41025641025641024,0.9999999999999999,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
508,ZBSJ,49,5,1,4,0.41025641025641024,0.5897435897435898,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
509,ZBSJ,49,5,1,5,0.07692307692307693,0.1794871794871795,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
510,ZBSJ,49,5,1,6,0.10256410256410256,0.10256410256410256,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
511,ZBSJ,50,6,1,3,0.47619047619047616,0.9999999999999999,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
512,ZBSJ,50,6,1,4,0.19047619047619047,0.5238095238095237,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
513,ZBSJ,50,6,1,5,0.16666666666666666,0.33333333333333326,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
514,ZBSJ,50,6,1,6,0.09523809523809523,0.16666666666666666,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
515,ZBSJ,50,6,1,7,0.07142857142857142,0.07142857142857142,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
516,ZBSJ,51,5,1,3,0.3409090909090909,1.0,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
517,ZBSJ,51,5,1,4,0.4318181818181818,0.659090909090909,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
518,ZBSJ,51,5,1,5,0.13636363636363635,0.22727272727272727,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
519,ZBSJ,51,5,1,6,0.06818181818181818,0.09090909090909091,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
520,ZBSJ,51,5,1,7,0.022727272727272728,0.022727272727272728,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
521,ZBSJ,52,5,1,3,0.4117647058823529,1.0,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
522,ZBSJ,52,5,1,4,0.2647058823529412,0.5882352941176471,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
523,ZBSJ,52,5,1,5,0.2647058823529412,0.3235294117647059,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
524,ZBSJ,52,5,1,6,0.029411764705882353,0.058823529411764705,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
525,ZBSJ,52,5,1,7,0.029411764705882353,0.029411764705882353,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
526,ZBSJ,53,5,1,3,0.42105263157894735,0.9999999999999999,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
527,ZBSJ,53,5,1,4,0.34210526315789475,0.5789473684210525,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
528,ZBSJ,53,5,1,5,0.18421052631578946,0.23684210526315788,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
529,ZBSJ,53,5,1,6,0.02631578947368421,0.05263157894736842,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
530,ZBSJ,53,5,1,7,0.02631578947368421,0.02631578947368421,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
531,ZBSJ,54,6,1,3,0.2727272727272727,0.9999999999999999,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
532,ZBSJ,54,6,1,4,0.29545454545454547,0.7272727272727272,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
533,ZBSJ,54,6,1,5,0.2727272727272727,0.43181818181818177,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
534,ZBSJ,54,6,1,6,0.13636363636363635,0.1590909090909091,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
535,ZBSJ,54,6,1,8,0.022727272727272728,0.022727272727272728,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
536,ZBSJ,55,5,1,3,0.43902439024390244,1.0,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
537,ZBSJ,55,5,1,4,0.2926829268292683,0.5609756097560976,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
538,ZBSJ,55,5,1,5,0.1951219512195122,0.2682926829268293,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
539,ZBSJ,55,5,1,6,0.04878048780487805,0.07317073170731708,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
540,ZBSJ,55,5,1,7,0.024390243902439025,0.024390243902439025,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
541,ZBSJ,56,6,1,3,0.3488372093023256,1.0000000000000002,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
542,ZBSJ,56,6,1,4,0.3023255813953488,0.6511627906976744,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
543,ZBSJ,56,6,1,5,0.13953488372093023,0.34883720930232553,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
544,ZBSJ,56,6,1,6,0.16279069767441862,0.20930232558139536,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
545,ZBSJ,56,6,1,7,0.046511627906976744,0.046511627906976744,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
546,ZBSJ,57,6,1,3,0.14893617021276595,0.9999999999999999,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
547,ZBSJ,57,6,1,4,0.3404255319148936,0.8510638297872339,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
548,ZBSJ,57,6,1,5,0.2765957446808511,0.5106382978723404,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
549,ZBSJ,57,6,1,6,0.1276595744680851,0.23404255319148937,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
550,ZBSJ,57,6,1,7,0.06382978723404255,0.10638297872340424,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
551,ZBSJ,57,6,1,8,0.0425531914893617,0.0425531914893617,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
552,ZBSJ,58,5,1,3,0.35135135135135137,1.0,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
553,ZBSJ,58,5,1,4,0.3783783783783784,0.6486486486486487,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
554,ZBSJ,58,5,1,5,0.13513513513513514,0.2702702702702703,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
555,ZBSJ,58,5,1,6,0.10810810810810811,0.13513513513513514,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
556,ZBSJ,58,5,1,8,0.02702702702702703,0.02702702702702703,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
557,ZBSJ,59,4,1,3,0.475,1.0,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
558,ZBSJ,59,4,1,4,0.4,0.525,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
559,ZBSJ,59,4,1,5,0.05,0.125,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
560,ZBSJ,59,4,1,6,0.05,0.07500000000000001,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
561,ZBSJ,59,4,1,7,0.025,0.025,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
562,ZBSJ,60,6,1,3,0.35,1.0,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
563,ZBSJ,60,6,1,4,0.325,0.65,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
564,ZBSJ,60,6,1,5,0.175,0.325,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
565,ZBSJ,60,6,1,6,0.075,0.15,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
566,ZBSJ,60,6,1,7,0.05,0.07500000000000001,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
567,ZBSJ,60,6,1,8,0.025,0.025,0.95,0.92,0.89,0.86,0.83,0.8011254377811096,0.8009005502248876,0.8006756626686657,0.8004507751124439,0.8002258875562219
568,ZBTJ,36,8,1,3,0.043478260869565216,1.0,0.95,0.92,0.89,0.86,0.83,0.826537731634183,0.8212303853073464,0.8159230389805098,0.8106156926536733,0.8053083463268367
569,ZBTJ,36,8,1,4,0.13043478260869565,0.9565217391304348,0.95,0.92,0.89,0.86,0.83,0.826537731634183,0.8212303853073464,0.8159230389805098,0.8106156926536733,0.8053083463268367
570,ZBTJ,36,8,1,5,0.2391304347826087,0.8260869565217391,0.95,0.92,0.89,0.86,0.83,0.826537731634183,0.8212303853073464,0.8159230389805098,0.8106156926536733,0.8053083463268367
571,ZBTJ,36,8,1,6,0.2391304347826087,0.5869565217391304,0.95,0.92,0.89,0.86,0.83,0.826537731634183,0.8212303853073464,0.8159230389805098,0.8106156926536733,0.8053083463268367
572,ZBTJ,36,8,1,7,0.13043478260869565,0.34782608695652173,0.95,0.92,0.89,0.86,0.83,0.826537731634183,0.8212303853073464,0.8159230389805098,0.8106156926536733,0.8053083463268367
573,ZBTJ,36,8,1,8,0.10869565217391304,0.21739130434782608,0.95,0.92,0.89,0.86,0.83,0.826537731634183,0.8212303853073464,0.8159230389805098,0.8106156926536733,0.8053083463268367
574,ZBTJ,36,8,1,9,0.06521739130434782,0.10869565217391304,0.95,0.92,0.89,0.86,0.83,0.826537731634183,0.8212303853073464,0.8159230389805098,0.8106156926536733,0.8053083463268367
575,ZBTJ,36,8,1,11,0.043478260869565216,0.043478260869565216,0.95,0.92,0.89,0.86,0.83,0.826537731634183,0.8212303853073464,0.8159230389805098,0.8106156926536733,0.8053083463268367
576,ZBTJ,37,8,1,3,0.14285714285714285,0.9999999999999999,0.95,0.92,0.89,0.86,0.83,0.826537731634183,0.8212303853073464,0.8159230389805098,0.8106156926536733,0.8053083463268367
577,ZBTJ,37,8,1,4,0.08163265306122448,0.857142857142857,0.95,0.92,0.89,0.86,0.83,0.826537731634183,0.8212303853073464,0.8159230389805098,0.8106156926536733,0.8053083463268367
