,shanqu,shike,quedingxingrongliang,quedingxingronglianggailv,buquedingxingrongliang,buquedingxingronglianggailv,leijiagailv,1,2,3,4,5,6,7,8,9,10
11288,ZHHHAR03,58,12,1,4,0.12,0.9800000000000002,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11289,ZHHHAR03,58,12,1,5,0.1,0.8600000000000001,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11290,ZHHHAR03,58,12,1,6,0.08,0.7600000000000002,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11291,ZHHHAR03,58,12,1,7,0.08,0.6800000000000002,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11292,ZHHHAR03,58,12,1,8,0.22,0.6000000000000001,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11293,ZHHHAR03,58,12,1,9,0.02,0.37999999999999995,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11294,ZHHHAR03,58,12,1,10,0.18,0.36,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11295,ZHHHAR03,58,12,1,11,0.02,0.18,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11296,ZHHHAR03,58,12,1,12,0.06,0.16,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11297,ZHHHAR03,58,12,1,13,0.04,0.1,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11298,ZHHHAR03,58,12,1,14,0.04,0.06,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11299,ZHHHAR03,58,12,1,15,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11300,ZHHHAR03,59,10,1,3,0.06,1.0,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11301,ZHHHAR03,59,10,1,4,0.08,0.9400000000000002,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11302,ZHHHAR03,59,10,1,5,0.08,0.8600000000000001,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11303,ZHHHAR03,59,10,1,6,0.12,0.78,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11304,ZHHHAR03,59,10,1,7,0.18,0.6600000000000001,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11305,ZHHHAR03,59,10,1,8,0.12,0.48,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11306,ZHHHAR03,59,10,1,9,0.06,0.36,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11307,ZHHHAR03,59,10,1,10,0.18,0.3,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11308,ZHHHAR03,59,10,1,11,0.04,0.12000000000000001,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11309,ZHHHAR03,59,10,1,12,0.02,0.08,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11310,ZHHHAR03,59,10,1,13,0.04,0.06,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11311,ZHHHAR03,59,10,1,15,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11312,ZHHHAR03,60,9,1,4,0.08,1.0,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11313,ZHHHAR03,60,9,1,5,0.12,0.9200000000000002,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11314,ZHHHAR03,60,9,1,6,0.24,0.8,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11315,ZHHHAR03,60,9,1,7,0.16,0.56,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11316,ZHHHAR03,60,9,1,8,0.16,0.4,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11317,ZHHHAR03,60,9,1,9,0.14,0.24000000000000002,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11318,ZHHHAR03,60,9,1,10,0.04,0.1,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11319,ZHHHAR03,60,9,1,12,0.06,0.06,0.95,0.92,0.89,0.86,0.83,0.9166676666666667,0.8933343333333333,0.870001,0.8466676666666667,0.8233343333333334
11320,ZLXYAR01,36,16,1,6,0.02,1.0000000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11321,ZLXYAR01,36,16,1,7,0.02,0.9800000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11322,ZLXYAR01,36,16,1,8,0.1,0.9600000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11323,ZLXYAR01,36,16,1,9,0.06,0.8600000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11324,ZLXYAR01,36,16,1,10,0.1,0.8,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11325,ZLXYAR01,36,16,1,11,0.16,0.7,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11326,ZLXYAR01,36,16,1,12,0.18,0.54,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11327,ZLXYAR01,36,16,1,13,0.1,0.36,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11328,ZLXYAR01,36,16,1,14,0.04,0.26,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11329,ZLXYAR01,36,16,1,15,0.02,0.22,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11330,ZLXYAR01,36,16,1,16,0.1,0.2,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11331,ZLXYAR01,36,16,1,17,0.04,0.1,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11332,ZLXYAR01,36,16,1,18,0.06,0.06,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11333,ZLXYAR01,37,14,1,5,0.04,0.9999999999999999,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11334,ZLXYAR01,37,14,1,6,0.04,0.9599999999999999,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11335,ZLXYAR01,37,14,1,7,0.02,0.9199999999999998,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11336,ZLXYAR01,37,14,1,8,0.04,0.8999999999999999,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11337,ZLXYAR01,37,14,1,9,0.16,0.86,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11338,ZLXYAR01,37,14,1,10,0.12,0.7,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11339,ZLXYAR01,37,14,1,11,0.12,0.5800000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11340,ZLXYAR01,37,14,1,12,0.2,0.4600000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11341,ZLXYAR01,37,14,1,13,0.08,0.26,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11342,ZLXYAR01,37,14,1,14,0.08,0.18,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11343,ZLXYAR01,37,14,1,15,0.08,0.1,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11344,ZLXYAR01,37,14,1,16,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11345,ZLXYAR01,38,14,1,5,0.02,1.0000000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11346,ZLXYAR01,38,14,1,6,0.04,0.9800000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11347,ZLXYAR01,38,14,1,7,0.02,0.9400000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11348,ZLXYAR01,38,14,1,8,0.14,0.9200000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11349,ZLXYAR01,38,14,1,9,0.22,0.78,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11350,ZLXYAR01,38,14,1,10,0.1,0.56,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11351,ZLXYAR01,38,14,1,11,0.06,0.46,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11352,ZLXYAR01,38,14,1,12,0.14,0.4,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11353,ZLXYAR01,38,14,1,13,0.1,0.26,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11354,ZLXYAR01,38,14,1,14,0.04,0.16,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11355,ZLXYAR01,38,14,1,15,0.06,0.12000000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11356,ZLXYAR01,38,14,1,16,0.04,0.06,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11357,ZLXYAR01,38,14,1,18,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11358,ZLXYAR01,39,13,1,4,0.02,1.0000000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11359,ZLXYAR01,39,13,1,6,0.02,0.9800000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11360,ZLXYAR01,39,13,1,7,0.16,0.96,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11361,ZLXYAR01,39,13,1,8,0.18,0.8000000000000003,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11362,ZLXYAR01,39,13,1,9,0.1,0.6200000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11363,ZLXYAR01,39,13,1,10,0.06,0.52,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11364,ZLXYAR01,39,13,1,11,0.12,0.46,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11365,ZLXYAR01,39,13,1,12,0.14,0.34,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11366,ZLXYAR01,39,13,1,13,0.06,0.19999999999999998,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11367,ZLXYAR01,39,13,1,14,0.06,0.13999999999999999,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11368,ZLXYAR01,39,13,1,15,0.06,0.08,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11369,ZLXYAR01,39,13,1,18,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11370,ZLXYAR01,40,12,1,6,0.02,1.0,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11371,ZLXYAR01,40,12,1,7,0.14,0.98,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11372,ZLXYAR01,40,12,1,8,0.16,0.8400000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11373,ZLXYAR01,40,12,1,9,0.16,0.6800000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11374,ZLXYAR01,40,12,1,10,0.22,0.52,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11375,ZLXYAR01,40,12,1,11,0.08,0.30000000000000004,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11376,ZLXYAR01,40,12,1,12,0.08,0.22,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11377,ZLXYAR01,40,12,1,13,0.06,0.14,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11378,ZLXYAR01,40,12,1,14,0.04,0.08,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11379,ZLXYAR01,40,12,1,15,0.02,0.04,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11380,ZLXYAR01,40,12,1,16,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11381,ZLXYAR01,41,14,1,6,0.02,1.0,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11382,ZLXYAR01,41,14,1,7,0.04,0.98,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11383,ZLXYAR01,41,14,1,8,0.12,0.9400000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11384,ZLXYAR01,41,14,1,9,0.06,0.82,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11385,ZLXYAR01,41,14,1,10,0.12,0.76,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11386,ZLXYAR01,41,14,1,11,0.06,0.64,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11387,ZLXYAR01,41,14,1,12,0.2,0.5800000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11388,ZLXYAR01,41,14,1,13,0.16,0.38000000000000006,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11389,ZLXYAR01,41,14,1,14,0.08,0.21999999999999997,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11390,ZLXYAR01,41,14,1,15,0.08,0.14,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11391,ZLXYAR01,41,14,1,17,0.02,0.06,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11392,ZLXYAR01,41,14,1,18,0.02,0.04,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11393,ZLXYAR01,41,14,1,20,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11394,ZLXYAR01,42,16,1,6,0.02,1.0000000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11395,ZLXYAR01,42,16,1,7,0.02,0.9800000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11396,ZLXYAR01,42,16,1,8,0.04,0.9600000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11397,ZLXYAR01,42,16,1,9,0.04,0.9200000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11398,ZLXYAR01,42,16,1,10,0.08,0.8800000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11399,ZLXYAR01,42,16,1,11,0.18,0.8000000000000003,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11400,ZLXYAR01,42,16,1,12,0.12,0.6200000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11401,ZLXYAR01,42,16,1,13,0.14,0.5,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11402,ZLXYAR01,42,16,1,14,0.14,0.36,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11403,ZLXYAR01,42,16,1,15,0.06,0.22,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11404,ZLXYAR01,42,16,1,16,0.06,0.16,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11405,ZLXYAR01,42,16,1,17,0.06,0.1,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11406,ZLXYAR01,42,16,1,18,0.04,0.04,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11407,ZLXYAR01,43,15,1,7,0.08,1.0,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11408,ZLXYAR01,43,15,1,8,0.04,0.9200000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11409,ZLXYAR01,43,15,1,10,0.06,0.8800000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11410,ZLXYAR01,43,15,1,11,0.14,0.8200000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11411,ZLXYAR01,43,15,1,12,0.1,0.6800000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11412,ZLXYAR01,43,15,1,13,0.08,0.5800000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11413,ZLXYAR01,43,15,1,14,0.24,0.5,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11414,ZLXYAR01,43,15,1,15,0.14,0.26,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11415,ZLXYAR01,43,15,1,16,0.02,0.12000000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11416,ZLXYAR01,43,15,1,17,0.06,0.1,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11417,ZLXYAR01,43,15,1,18,0.02,0.04,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11418,ZLXYAR01,43,15,1,19,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11419,ZLXYAR01,44,17,1,6,0.02,1.0,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11420,ZLXYAR01,44,17,1,7,0.02,0.98,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11421,ZLXYAR01,44,17,1,8,0.06,0.96,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11422,ZLXYAR01,44,17,1,9,0.02,0.8999999999999999,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11423,ZLXYAR01,44,17,1,10,0.08,0.8799999999999999,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11424,ZLXYAR01,44,17,1,11,0.14,0.8,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11425,ZLXYAR01,44,17,1,12,0.12,0.66,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11426,ZLXYAR01,44,17,1,13,0.12,0.54,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11427,ZLXYAR01,44,17,1,14,0.06,0.42000000000000004,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11428,ZLXYAR01,44,17,1,15,0.08,0.3600000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11429,ZLXYAR01,44,17,1,16,0.06,0.28,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11430,ZLXYAR01,44,17,1,17,0.08,0.21999999999999997,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11431,ZLXYAR01,44,17,1,18,0.1,0.14,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11432,ZLXYAR01,44,17,1,20,0.02,0.04,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11433,ZLXYAR01,44,17,1,22,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11434,ZLXYAR01,45,17,1,5,0.02,1.0000000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11435,ZLXYAR01,45,17,1,8,0.02,0.9800000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11436,ZLXYAR01,45,17,1,9,0.06,0.9600000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11437,ZLXYAR01,45,17,1,10,0.06,0.9000000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11438,ZLXYAR01,45,17,1,11,0.14,0.8400000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11439,ZLXYAR01,45,17,1,12,0.14,0.7000000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11440,ZLXYAR01,45,17,1,13,0.16,0.56,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11441,ZLXYAR01,45,17,1,14,0.04,0.4,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11442,ZLXYAR01,45,17,1,15,0.1,0.36000000000000004,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11443,ZLXYAR01,45,17,1,16,0.04,0.26,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11444,ZLXYAR01,45,17,1,17,0.16,0.22,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11445,ZLXYAR01,45,17,1,18,0.04,0.06,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11446,ZLXYAR01,45,17,1,19,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11447,ZLXYAR01,46,17,1,8,0.06,1.0,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11448,ZLXYAR01,46,17,1,9,0.02,0.9400000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11449,ZLXYAR01,46,17,1,10,0.08,0.9200000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11450,ZLXYAR01,46,17,1,11,0.06,0.8400000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11451,ZLXYAR01,46,17,1,12,0.16,0.78,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11452,ZLXYAR01,46,17,1,13,0.14,0.6200000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11453,ZLXYAR01,46,17,1,14,0.2,0.48000000000000004,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11454,ZLXYAR01,46,17,1,15,0.04,0.28,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11455,ZLXYAR01,46,17,1,16,0.04,0.24,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11456,ZLXYAR01,46,17,1,17,0.08,0.2,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11457,ZLXYAR01,46,17,1,18,0.06,0.12,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11458,ZLXYAR01,46,17,1,19,0.06,0.06,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11459,ZLXYAR01,47,16,1,7,0.02,1.0000000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11460,ZLXYAR01,47,16,1,8,0.06,0.9800000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11461,ZLXYAR01,47,16,1,9,0.04,0.9200000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11462,ZLXYAR01,47,16,1,10,0.1,0.8800000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11463,ZLXYAR01,47,16,1,11,0.04,0.7800000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11464,ZLXYAR01,47,16,1,12,0.1,0.7400000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
11465,ZLXYAR01,47,16,1,13,0.2,0.6400000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
