,shanqu,shike,quedingxingrongliang,quedingxingronglianggailv,buquedingxingrongliang,buquedingxingronglianggailv,leijiagailv,1,2,3,4,5,6,7,8,9,10
4329,ZBYNAR03,53,6,1,8,0.06,0.08,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4330,ZBYNAR03,53,6,1,9,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4331,ZBYNAR03,54,6,1,3,0.14,1.0,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4332,ZBYNAR03,54,6,1,4,0.22,0.8600000000000001,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4333,ZBYNAR03,54,6,1,5,0.34,0.64,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4334,ZBYNAR03,54,6,1,6,0.16,0.30000000000000004,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4335,ZBYNAR03,54,6,1,7,0.1,0.14,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4336,ZBYNAR03,54,6,1,8,0.02,0.04,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4337,ZBYNAR03,54,6,1,9,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4338,ZBYNAR03,55,7,1,3,0.18,1.0,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4339,ZBYNAR03,55,7,1,4,0.2,0.8200000000000001,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4340,ZBYNAR03,55,7,1,5,0.3,0.6200000000000001,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4341,ZBYNAR03,55,7,1,6,0.14,0.32,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4342,ZBYNAR03,55,7,1,7,0.12,0.18,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4343,ZBYNAR03,55,7,1,8,0.04,0.06,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4344,ZBYNAR03,55,7,1,9,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4345,ZBYNAR03,56,7,1,3,0.02,0.9999999999999999,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4346,ZBYNAR03,56,7,1,4,0.18,0.9800000000000001,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4347,ZBYNAR03,56,7,1,5,0.28,0.8,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4348,ZBYNAR03,56,7,1,6,0.18,0.52,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4349,ZBYNAR03,56,7,1,7,0.2,0.34,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4350,ZBYNAR03,56,7,1,8,0.08,0.13999999999999999,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4351,ZBYNAR03,56,7,1,9,0.04,0.06,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4352,ZBYNAR03,56,7,1,10,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4353,ZBYNAR03,57,7,1,3,0.04,1.0,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4354,ZBYNAR03,57,7,1,4,0.16,0.9600000000000001,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4355,ZBYNAR03,57,7,1,5,0.22,0.7999999999999999,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4356,ZBYNAR03,57,7,1,6,0.26,0.5800000000000001,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4357,ZBYNAR03,57,7,1,7,0.2,0.32,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4358,ZBYNAR03,57,7,1,8,0.08,0.12,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4359,ZBYNAR03,57,7,1,11,0.04,0.04,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4360,ZBYNAR03,58,8,1,3,0.06,1.0,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4361,ZBYNAR03,58,8,1,4,0.2,0.9400000000000001,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4362,ZBYNAR03,58,8,1,5,0.1,0.7400000000000001,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4363,ZBYNAR03,58,8,1,6,0.26,0.6400000000000001,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4364,ZBYNAR03,58,8,1,7,0.18,0.38,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4365,ZBYNAR03,58,8,1,8,0.12,0.19999999999999998,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4366,ZBYNAR03,58,8,1,9,0.04,0.08,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4367,ZBYNAR03,58,8,1,10,0.02,0.04,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4368,ZBYNAR03,58,8,1,11,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4369,ZBYNAR03,59,8,1,3,0.04,1.0,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4370,ZBYNAR03,59,8,1,4,0.2,0.96,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4371,ZBYNAR03,59,8,1,5,0.16,0.76,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4372,ZBYNAR03,59,8,1,6,0.22,0.6000000000000001,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4373,ZBYNAR03,59,8,1,7,0.16,0.37999999999999995,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4374,ZBYNAR03,59,8,1,8,0.08,0.22000000000000003,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4375,ZBYNAR03,59,8,1,9,0.06,0.14,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4376,ZBYNAR03,59,8,1,10,0.04,0.08,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4377,ZBYNAR03,59,8,1,11,0.04,0.04,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4378,ZBYNAR03,60,8,1,3,0.06,1.0,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4379,ZBYNAR03,60,8,1,4,0.12,0.9400000000000002,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4380,ZBYNAR03,60,8,1,5,0.16,0.8200000000000002,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4381,ZBYNAR03,60,8,1,6,0.16,0.6600000000000001,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4382,ZBYNAR03,60,8,1,7,0.24,0.49999999999999994,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4383,ZBYNAR03,60,8,1,8,0.14,0.26,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4384,ZBYNAR03,60,8,1,9,0.04,0.12,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4385,ZBYNAR03,60,8,1,10,0.04,0.08,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4386,ZBYNAR03,60,8,1,11,0.04,0.04,0.95,0.92,0.89,0.86,0.83,0.8666676666666667,0.8533343333333334,0.8400010000000001,0.8266676666666667,0.8133343333333334
4387,ZGGGAR03,36,20,1,6,0.02,1.0,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4388,ZGGGAR03,36,20,1,8,0.02,0.98,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4389,ZGGGAR03,36,20,1,11,0.08,0.96,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4390,ZGGGAR03,36,20,1,12,0.02,0.8800000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4391,ZGGGAR03,36,20,1,13,0.06,0.8600000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4392,ZGGGAR03,36,20,1,14,0.06,0.8,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4393,ZGGGAR03,36,20,1,15,0.08,0.74,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4394,ZGGGAR03,36,20,1,16,0.16,0.6600000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4395,ZGGGAR03,36,20,1,17,0.18,0.5,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4396,ZGGGAR03,36,20,1,18,0.02,0.31999999999999995,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4397,ZGGGAR03,36,20,1,19,0.06,0.3,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4398,ZGGGAR03,36,20,1,20,0.1,0.24000000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4399,ZGGGAR03,36,20,1,21,0.02,0.14,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4400,ZGGGAR03,36,20,1,22,0.02,0.12,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4401,ZGGGAR03,36,20,1,23,0.04,0.1,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4402,ZGGGAR03,36,20,1,24,0.06,0.06,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4403,ZGGGAR03,37,21,1,9,0.02,1.0,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4404,ZGGGAR03,37,21,1,10,0.02,0.9800000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4405,ZGGGAR03,37,21,1,11,0.04,0.9600000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4406,ZGGGAR03,37,21,1,12,0.1,0.92,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4407,ZGGGAR03,37,21,1,13,0.08,0.8200000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4408,ZGGGAR03,37,21,1,14,0.06,0.7400000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4409,ZGGGAR03,37,21,1,15,0.04,0.68,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4410,ZGGGAR03,37,21,1,16,0.12,0.64,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4411,ZGGGAR03,37,21,1,17,0.12,0.52,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4412,ZGGGAR03,37,21,1,18,0.12,0.4,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4413,ZGGGAR03,37,21,1,19,0.06,0.28,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4414,ZGGGAR03,37,21,1,20,0.06,0.22,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4415,ZGGGAR03,37,21,1,21,0.02,0.16,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4416,ZGGGAR03,37,21,1,22,0.04,0.13999999999999999,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4417,ZGGGAR03,37,21,1,23,0.08,0.1,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4418,ZGGGAR03,37,21,1,28,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4419,ZGGGAR03,38,17,1,8,0.02,1.0000000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4420,ZGGGAR03,38,17,1,9,0.04,0.9800000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4421,ZGGGAR03,38,17,1,10,0.02,0.9400000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4422,ZGGGAR03,38,17,1,11,0.04,0.9200000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4423,ZGGGAR03,38,17,1,12,0.1,0.8800000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4424,ZGGGAR03,38,17,1,13,0.08,0.7800000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4425,ZGGGAR03,38,17,1,14,0.14,0.7000000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4426,ZGGGAR03,38,17,1,15,0.1,0.5600000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4427,ZGGGAR03,38,17,1,16,0.14,0.4600000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4428,ZGGGAR03,38,17,1,17,0.18,0.31999999999999995,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4429,ZGGGAR03,38,17,1,18,0.02,0.13999999999999999,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4430,ZGGGAR03,38,17,1,19,0.02,0.12000000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4431,ZGGGAR03,38,17,1,20,0.02,0.1,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4432,ZGGGAR03,38,17,1,21,0.02,0.08,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4433,ZGGGAR03,38,17,1,22,0.04,0.06,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4434,ZGGGAR03,38,17,1,24,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4435,ZGGGAR03,39,20,1,9,0.02,1.0,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4436,ZGGGAR03,39,20,1,10,0.02,0.98,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4437,ZGGGAR03,39,20,1,11,0.04,0.96,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4438,ZGGGAR03,39,20,1,12,0.06,0.9200000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4439,ZGGGAR03,39,20,1,13,0.12,0.8600000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4440,ZGGGAR03,39,20,1,14,0.12,0.74,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4441,ZGGGAR03,39,20,1,15,0.06,0.6200000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4442,ZGGGAR03,39,20,1,16,0.18,0.56,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4443,ZGGGAR03,39,20,1,17,0.1,0.38,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4444,ZGGGAR03,39,20,1,18,0.08,0.27999999999999997,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4445,ZGGGAR03,39,20,1,19,0.04,0.19999999999999998,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4446,ZGGGAR03,39,20,1,20,0.02,0.16,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4447,ZGGGAR03,39,20,1,21,0.06,0.14,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4448,ZGGGAR03,39,20,1,22,0.02,0.08,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4449,ZGGGAR03,39,20,1,23,0.02,0.06,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4450,ZGGGAR03,39,20,1,24,0.04,0.04,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4451,ZGGGAR03,40,18,1,8,0.02,1.0,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4452,ZGGGAR03,40,18,1,11,0.08,0.9800000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4453,ZGGGAR03,40,18,1,12,0.08,0.9000000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4454,ZGGGAR03,40,18,1,13,0.14,0.8200000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4455,ZGGGAR03,40,18,1,14,0.16,0.6800000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4456,ZGGGAR03,40,18,1,15,0.16,0.52,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4457,ZGGGAR03,40,18,1,16,0.1,0.36,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4458,ZGGGAR03,40,18,1,17,0.08,0.26,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4459,ZGGGAR03,40,18,1,18,0.04,0.18000000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4460,ZGGGAR03,40,18,1,19,0.04,0.14,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4461,ZGGGAR03,40,18,1,20,0.02,0.1,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4462,ZGGGAR03,40,18,1,21,0.04,0.08,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4463,ZGGGAR03,40,18,1,23,0.04,0.04,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4464,ZGGGAR03,41,19,1,8,0.02,1.0,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4465,ZGGGAR03,41,19,1,10,0.02,0.98,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4466,ZGGGAR03,41,19,1,11,0.04,0.96,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4467,ZGGGAR03,41,19,1,12,0.12,0.9199999999999999,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4468,ZGGGAR03,41,19,1,13,0.12,0.8,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4469,ZGGGAR03,41,19,1,14,0.1,0.6800000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4470,ZGGGAR03,41,19,1,15,0.12,0.5800000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4471,ZGGGAR03,41,19,1,16,0.08,0.46,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4472,ZGGGAR03,41,19,1,17,0.14,0.38,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4473,ZGGGAR03,41,19,1,18,0.08,0.24,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4474,ZGGGAR03,41,19,1,19,0.04,0.16,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4475,ZGGGAR03,41,19,1,20,0.04,0.12,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4476,ZGGGAR03,41,19,1,21,0.02,0.08,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4477,ZGGGAR03,41,19,1,24,0.06,0.06,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4478,ZGGGAR03,42,19,1,9,0.04,1.0000000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4479,ZGGGAR03,42,19,1,10,0.06,0.9600000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4480,ZGGGAR03,42,19,1,11,0.04,0.9000000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4481,ZGGGAR03,42,19,1,12,0.08,0.8600000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4482,ZGGGAR03,42,19,1,13,0.06,0.7800000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4483,ZGGGAR03,42,19,1,14,0.1,0.7200000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4484,ZGGGAR03,42,19,1,15,0.12,0.6200000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4485,ZGGGAR03,42,19,1,16,0.16,0.5,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4486,ZGGGAR03,42,19,1,17,0.04,0.3400000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4487,ZGGGAR03,42,19,1,18,0.14,0.30000000000000004,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4488,ZGGGAR03,42,19,1,19,0.04,0.16,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4489,ZGGGAR03,42,19,1,20,0.06,0.12000000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4490,ZGGGAR03,42,19,1,21,0.02,0.06,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4491,ZGGGAR03,42,19,1,22,0.02,0.04,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4492,ZGGGAR03,42,19,1,23,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4493,ZGGGAR03,43,18,1,8,0.02,1.0,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4494,ZGGGAR03,43,18,1,9,0.06,0.9800000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4495,ZGGGAR03,43,18,1,10,0.02,0.9200000000000002,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4496,ZGGGAR03,43,18,1,11,0.06,0.9000000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
4497,ZGGGAR03,43,18,1,12,0.08,0.8400000000000001,0.95,0.92,0.89,0.86,0.83,0.900001,0.880001,0.860001,0.840001,0.820001
